"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Platteau 2006",2006,"Live birth rate per woman by urinary gonadotropins",1,16,93,13,91,0,0,0,0,0,0,1.204301,0.614798,2.359051,0,32.681887,"1::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balen 2007",2007,"Live birth rate per woman by urinary gonadotropins",1,16,78,13,73,0,0,0,0,0,0,1.151874,0.596199,2.225454,0,33.401014,"1::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feigenbaum 2001",2001,"Live birth rate per woman by urinary gonadotropins",1,6,38,9,36,0,0,0,0,0,0,0.631579,0.249948,1.5959,0,22.987568,"1::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Revelli 2006",2006,"Live birth rate per woman by urinary gonadotropins",1,7,37,4,39,0,0,0,0,0,0,1.844595,0.588073,5.785894,0,9.686051,"1::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Szilagyi 2004",2004,"Live birth rate per woman by urinary gonadotropins",1,4,10,0,10,0,0,0,0,0,0,9,0.547474,147.952354,0,1.24348,"1::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balen 2007",2007,"Live birth rate per woman by sponsor",2,16,78,13,73,0,0,0,0,0,0,1.151874,0.596199,2.225454,0,33.401014,"2::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feigenbaum 2001",2001,"Live birth rate per woman by sponsor",2,6,38,9,36,0,0,0,0,0,0,0.631579,0.249948,1.5959,0,22.987568,"2::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Platteau 2006",2006,"Live birth rate per woman by sponsor",2,16,93,13,91,0,0,0,0,0,0,1.204301,0.614798,2.359051,0,32.681887,"2::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Revelli 2006",2006,"Live birth rate per woman by sponsor",2,7,37,4,39,0,0,0,0,0,0,1.844595,0.588073,5.785894,0,9.686051,"2::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Szilagyi 2004",2004,"Live birth rate per woman by sponsor",2,4,10,0,10,0,0,0,0,0,0,9,0.547474,147.952354,0,1.24348,"2::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balen 2007",2007,"Multiple pregnancy per woman by urinary gonadotropins",3,4,78,2,73,0,0,0,0,0,0,1.871795,0.353383,9.914493,0,10.14833,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feigenbaum 2001",2001,"Multiple pregnancy per woman by urinary gonadotropins",3,4,38,6,36,0,0,0,0,0,0,0.631579,0.194037,2.055751,0,30.265654,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Revelli 2006",2006,"Multiple pregnancy per woman by urinary gonadotropins",3,0,130,0,130,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Taketani 2010",2010,"Multiple pregnancy per woman by urinary gonadotropins",3,3,129,5,132,0,0,0,0,0,0,0.613953,0.149797,2.516329,0,24.275386,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Platteau 2006",2006,"Multiple pregnancy per woman by urinary gonadotropins",3,2,93,0,91,0,0,0,0,0,0,4.893617,0.238164,100.550379,0,2.482172,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Coelingh Bennink 1998",1998,"Multiple pregnancy per woman by urinary gonadotropins",3,1,105,1,67,0,0,0,0,0,0,0.638095,0.040596,10.02965,0,5.996637,"3::overall","CD010290_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
