"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Abd-Raboh 2023",2023,"Postoperative pain at 12 hours",1,NA,0,23,0,23,2.24,0.83,2.57,0.73,0,0.236588941250755,-0.33,-0.781736,0.121736,0.0559743271221532,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Carter 2014",2014,"Postoperative pain at 12 hours",1,NA,0,37,0,38,4.4,1.6,3.5,1.5,0,0,0.9,0.197688,1.602312,0,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Duza 2019",2019,"Postoperative pain at 12 hours",1,NA,0,75,0,72,3.9,1.9,5.3,2.9,0,0,-1.4,-2.195994,-0.604006,0,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Frutos 2013",2013,"Postoperative pain at 12 hours",1,NA,0,91,0,93,2.8,1.6,3.8,1.8,0,0,-1,-1.491832,-0.508168,0,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kim 2023",2023,"Postoperative pain at 12 hours",1,NA,0,47,0,51,3.28,1.5,3.46,1.49,0,0,-0.18,-0.772557,0.412557,0,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Sozutek 2013",2013,"Postoperative pain at 12 hours",1,NA,0,25,0,25,2.1,0.97,2.1,0.81,0,0,0,-0.495371,0.495371,0,0,"1::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Abd-Raboh 2023",2023,"Postoperative pain at 24 hours: VAS pain score",2,NA,0,21,0,23,1.62,0.59,1.78,0.6,0,0.175462122755138,-0.16,-0.511858,0.191858,0.0307869565217391,30.680632,"2::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kim 2023",2023,"Postoperative pain at 24 hours: VAS pain score",2,NA,0,47,0,51,3.3,1.49,2.88,1.37,0,0,0.42,-0.14818,0.98818,0,22.226975,"2::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kye 2013",2013,"Postoperative pain at 24 hours: VAS pain score",2,NA,0,51,0,51,3.22,1.22,3.9,1.46,0,0,-0.68,-1.202176,-0.157824,0,23.885701,"2::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Sozutek 2013",2013,"Postoperative pain at 24 hours: VAS pain score",2,NA,0,25,0,25,2,0.95,2,1,0,0,0,-0.54068,0.54068,0,23.206691,"2::overall","CD009022_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
