"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Wong 2023",2023,"Incidence of depression immediately post-intervention",1,NA,3,13,5,17,0,0,0,0,0,0,0.784615,0.228001,2.700085,0,100,"1::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Franco Antonio 2022",2022,"Incidence of depression short-term 1 to 3 months post-intervention",2,NA,5,42,13,40,0,0,0,0,0,0,0.3663,0.143646,0.934075,0,100,"2::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Shariat 2018",2018,"Incidence of depression medium-term 4 to 6 months post-intervention",3,NA,25,64,19,65,0,0,0,0,0,0,1.336349,0.821523,2.173803,0,56.312362,"3::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zhao 2021",2021,"Incidence of depression medium-term 4 to 6 months post-intervention",3,NA,3,84,11,84,0,0,0,0,0,0,0.272727,0.078902,0.942686,0,43.687638,"3::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ahmed 2016",2016,"Depressive symptoms immediately post-intervention",4,NA,0,49,0,55,4.7,4.5,4.9,3.9,0,0,-0.2,-1.827845,1.427845,0,20.746677,"4::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Laliberte 2015",2014,"Depressive symptoms immediately post-intervention",4,NA,0,217,0,61,4.47,3.49,4.67,2.65,0,0.395488843579618,-0.2,-1.011085,0.611085,0.156411425395943,37.945475,"4::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Li 2018",2018,"Depressive symptoms immediately post-intervention",4,NA,0,50,0,50,5,1.9,6.6,2.4,0,0,-1.6,-2.448463,-0.751537,0,36.990592,"4::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Wong 2023",2023,"Depressive symptoms immediately post-intervention",4,NA,0,13,0,17,7.5,6.7,6.7,5.2,0,0,0.8,-3.601708,5.201708,0,4.317256,"4::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Ahmed 2016",2016,"Depressive symptoms short-term 1 to 3 months post-intervention",5,NA,0,44,0,52,3.2,3.6,3.2,3.9,0,0,0,-1.501703,1.501703,0,45.155198,"5::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Zhao 2021",2021,"Depressive symptoms short-term 1 to 3 months post-intervention",5,NA,0,91,0,89,5.98,3.5,7.55,4.36,0,0,-1.57,-2.726555,-0.413445,0,54.844802,"5::overall","CD014833_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
