"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Cortexin-Shamalov 2014",2012,"All-cause death",1,3,72,0,32,0,0,0,0,0,0,3.164384,0.168206,59.530271,0,1.389019,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Amiri Nikpour 2014",2014,"All-cause death",1,1,23,2,23,0,0,0,0,0,0,0.5,0.048656,5.138142,0,4.033864,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CASTA 2012",2012,"All-cause death",1,28,529,32,541,0,0,0,0,0,0,0.894849,0.546661,1.464811,0,63.817988,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CERE-LYSE-1 2012",2012,"All-cause death",1,4,60,4,59,0,0,0,0,0,0,0.983333,0.257867,3.749783,0,8.135524,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ladurner 2005",2005,"All-cause death",1,6,78,6,68,0,0,0,0,0,0,0.871795,0.294918,2.577076,0,12.930468,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Skvortsova 2004",2004,"All-cause death",1,7,24,3,12,0,0,0,0,0,0,1.166667,0.365185,3.727178,0,8.067728,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cortexin-Shamalov 2014",2012,"All-cause death",1,4,136,0,32,0,0,0,0,0,0,2.167883,0.119652,39.278139,0,1.62541,"1::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cortexin-Shamalov 2014",2012,"Non-death attrition",2,0,136,0,32,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Cortexin-Shamalov 2014",2012,"Non-death attrition",2,0,72,0,32,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Amiri Nikpour 2014",2014,"Non-death attrition",2,0,23,0,23,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD007026_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
