"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Grant 2015",2015,"Asthma",1,NA,3,156,9,80,0,0,0,0,0,0,0.17094,0.047597,0.613915,0,100,"1::overall","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Goldring 2013",2013,"Wheeze",2,NA,17,108,7,50,0,0,0,0,0,0,1.124339,0.49825,2.537156,0,100,"2::overall","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"El-Heis 2022",2021,"Atopic dermatitis",3,NA,15,223,19,226,0,0,0,0,0,0,0.800094,0.417187,1.534447,0,48.221867,"3::overall","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Goldring 2013",2013,"Atopic dermatitis",3,NA,30,102,15,49,0,0,0,0,0,0,0.960784,0.57248,1.612469,0,51.778133,"3::overall","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Grant 2015",2015,"Adverse events",4,1,5,140,0,77,0,0,0,0,0,0,6.085106,0.340966,108.598923,0,44.788988,"4::1","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Morris 2021",2021,"Adverse events",4,1,3,199,0,51,0,0,0,0,0,1.5059527791049,1.82,0.095503,34.683891,2.26789377289377,55.211012,"4::1","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Grant 2015",2015,"Adverse events",4,2,0,151,0,77,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::2","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Morris 2021",2021,"Adverse events",4,2,6,752,0,199,0,0,0,0,0,0,3.452855,0.195341,61.032934,0,100,"4::2","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"El-Heis 2022",2021,"Adverse events",4,3,0,565,0,569,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::3","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Goldring 2013",2013,"Adverse events",4,3,0,120,0,60,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::3","CD013396_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
