"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Barbare 2005",2005," All-cause mortality (between  1 and 5 years)",1,194,210,198,210,0,0,0,0,0,0,0.979798,0.930932,1.031229,0,33.816874,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Farinati 1992",1992," All-cause mortality (between  1 and 5 years)",1,11,16,16,16,0,0,0,0,0,0,0.69697,0.49658,0.978225,0,3.91849,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Liu 2000",2000," All-cause mortality (between  1 and 5 years)",1,60,61,58,58,0,0,0,0,0,0.0166130940888719,0.984147,0.94014,1.030213,0.000275994895205713,35.066879,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Martinez-Cerezo 1994",1994," All-cause mortality (between  1 and 5 years)",1,8,20,13,16,0,0,0,0,0,0.277350098112615,0.492308,0.273966,0.884662,0.0769230769230769,1.399621,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Riestra 1998",1998," All-cause mortality (between  1 and 5 years)",1,28,40,25,40,0,0,0,0,0,1.40936412310423,1.12,0.817941,1.533606,1.98630723149337,4.48883,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CLIP Group 1998",NA," All-cause mortality (between  1 and 5 years)",1,130,248,119,248,0,0,0,0,0,0,1.092437,0.916462,1.302202,0,11.587903,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Castells 1995",1995," All-cause mortality (between  1 and 5 years)",1,34,58,36,62,0,0,0,0,0,0,1.009579,0.746054,1.366186,0,4.804265,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Coll 1995",NA," All-cause mortality (between  1 and 5 years)",1,23,29,22,32,0,0,0,0,0,0,1.153605,0.855866,1.554921,0,4.917138,"1::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Martinez-Cerezo 1994",1994,"Serious adverse events (number of participants) (end of 1 year)",2,5,20,9,16,0,0,0,0,0,0.405491155172436,0.444444,0.185555,1.064541,0.164423076923077,0,"2::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barbare 2005",2005,"Quality of life at 9 months' follow-up",3,0,210,0,210,7.14,2.5,7.11,2.49,0,0,0.03,-0.447227,0.507227,0,0,"3::overall","CD014869_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
