"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Aschbacher 2006",2006,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,0,11,0,12,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Bang 2016",2016,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,9,9,9,9,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Brincks 2011",2011,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,7,7,6,6,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Buesing 2015",2015,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,25,25,25,25,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Chang 2012",2012,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,4,24,1,24,0,0,0,0,0,0,4.6,0.474398,44.603902,0,1.598636,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cho 2015",2015,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,0,13,0,7,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Chua 2016",2016,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,12,53,10,53,0,0,0,0,0,0,1.258537,0.490654,3.228167,0,5.729058,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dias 2006",2006,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,20,20,20,20,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Fisher 2008",2008,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,9,10,9,10,0,0,0,0,0,0,1,0.05384,18.573611,0,1.018581,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Forrester 2014",2014,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,0,21,0,18,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Geroin 2011",2011,"Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",1,NA,20,20,10,10,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD006185_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
