"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Bhaumik 2002",2002,"Complete remission",1,1,5,13,2,12,0,0,0,0,0,0,2.307692,0.546794,9.7394,0,65.36063,"1::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Garin 1988",1988,"Complete remission",1,1,0,4,0,4,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lieberman 1996",1996,"Complete remission",1,1,4,12,0,12,0,0,0,0,0,0,9,0.537103,150.809185,0,17.055883,"1::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ponticelli 1993",1993,"Complete remission",1,1,4,10,0,7,0,0,0,0,0,0,6.545455,0.407625,105.103938,0,17.583487,"1::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bhaumik 2002",2002,"Complete remission",1,2,5,13,2,12,0,0,0,0,0,0,2.307692,0.546794,9.7394,0,66.861835,"1::2","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lieberman 1996",1996,"Complete remission",1,2,4,12,0,12,0,0,0,0,0,0,9,0.537103,150.809185,0,17.447623,"1::2","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ponticelli 1993",1993,"Complete remission",1,2,1,4,0,5,0,0,0,0,0,0,3.6,0.184243,70.341813,0,15.690542,"1::2","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bhaumik 2002",2002,"Complete or partial remission",2,1,11,13,6,12,0,0,0,0,0,0,1.692308,0.918202,3.119037,0,50.1371,"2::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Garin 1988",1988,"Complete or partial remission",2,1,0,4,0,4,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lieberman 1996",1996,"Complete or partial remission",2,1,12,12,2,12,0,0,0,0,0,0,5,1.632487,15.314055,0,36.929713,"2::1","CD003594_pub7_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
