"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Kanes 2017",2017,"Depression response (early phase)",1,1,1,10,0,11,0,0,0,0,0,0,3.272727,0.14828,72.233205,0,10.948405,"1::1","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 1",2018,"Depression response (early phase)",1,1,1,92,1,46,0,0,0,0,0,0,0.5,0.031992,7.814425,0,13.870179,"1::1","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 2",2018,"Depression response (early phase)",1,1,5,54,5,54,0,0,0,0,0,0,1,0.307031,3.257004,0,75.181416,"1::1","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kanes 2017",2017,"Depression response (early phase)",1,2,2,10,1,11,0,0,0,0,0,0,2.2,0.233623,20.717115,0,7.242224,"1::2","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 1",2018,"Depression response (early phase)",1,2,10,92,3,46,0,0,0,0,0,0,1.666667,0.481964,5.76346,0,23.658963,"1::2","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 2",2018,"Depression response (early phase)",1,2,11,54,12,54,0,0,0,0,0,0,0.916667,0.443523,1.894554,0,69.098813,"1::2","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kanes 2017",2017,"Depression response (early phase)",1,3,3,10,1,11,0,0,0,0,0,0,3.3,0.406175,26.81108,0,4.667812,"1::3","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 1",2018,"Depression response (early phase)",1,3,20,92,8,46,0,0,0,0,0,0,1.25,0.596638,2.61884,0,37.45047,"1::3","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 2",2018,"Depression response (early phase)",1,3,15,54,16,54,0,0,0,0,0,0,0.9375,0.517139,1.699555,0,57.881718,"1::3","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kanes 2017",2017,"Depression response (early phase)",1,4,4,10,2,11,0,0,0,0,0,0,2.2,0.508111,9.525469,0,6.954159,"1::4","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Meltzer-Brody 2018 Study 1",2018,"Depression response (early phase)",1,4,23,92,13,46,0,0,0,0,0,0,0.884615,0.494931,1.581117,0,44.286251,"1::4","CD014624_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
