"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Geoghegan 2015",2015,"Allogenic (donor) blood transfusion",1,0,30,1,27,0,0,0,0,0,1.61135645415026,0.301075,0.012779,7.093354,2.59646962233169,10.126188,"1::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Khan 2018",2018,"Allogenic (donor) blood transfusion",1,37,1498,52,1492,0,0,0,0,0,0,0.708689,0.467788,1.073648,0,69.115838,"1::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rainaldi 1998",1998,"Allogenic (donor) blood transfusion",1,1,34,8,34,0,0,0,0,0,0,0.125,0.016519,0.945856,0,20.757974,"1::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Khan 2018",2018,"Transfusion related adverse reactions",2,5,1498,1,1492,0,0,0,0,0,1.22419859580495,4.979973,0.582509,42.574708,1.49866220197081,26.973738,"2::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lei 2022",2022,"Transfusion related adverse reactions",2,0,65,2,65,0,0,0,0,0,0,0.2,0.009788,4.086527,0,19.035207,"2::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Liu 2020",2020,"Transfusion related adverse reactions",2,2,58,10,58,0,0,0,0,0,0,0.2,0.045806,0.873255,0,34.826577,"2::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rainaldi 1998",1998,"Transfusion related adverse reactions",2,0,34,2,34,0,0,0,0,0,0,0.2,0.009957,4.0171,0,19.164479,"2::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Khan 2018",2018,"Haemorrhage",3,93,1498,106,1492,0,0,0,0,0,1.41705778555059,0.873844,0.667685,1.143659,2.00805276758953,99.286181,"3::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Yu 2022",2022,"Haemorrhage",3,1,43,0,44,0,0,0,0,0,0,3.068182,0.128422,73.303142,0,0.713819,"3::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Khan 2018",2018,"Length of hospitalisation",4,0,1498,0,1492,1.8,1.5,2.13,1.5,0,0,-0.33,-0.437531,-0.222469,0,34.443798,"4::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Liu 2020",2020,"Length of hospitalisation",4,0,58,0,58,5.16,0.23,8.89,1.11,0,0,-3.73,-4.021733,-3.438267,0,34.32594,"4::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Rainaldi 1998",1998,"Length of hospitalisation",4,0,34,0,34,5.3,1.9,7.3,4,0,0,-2,-3.488495,-0.511505,0,31.230262,"4::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lei 2022",2022,"Length of operation",5,0,65,0,65,84.05,5.43,74.92,4.54,0,0,9.13,7.40934,10.85066,0,0,"5::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Liu 2020",2020,"Length of operation",5,0,58,0,58,113.52,18.33,120.26,27.55,0,0,-6.74,-15.256074,1.776074,0,0,"5::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Khan 2018",2018,"Sepsis",6,11,1498,11,1492,0,0,0,0,0,0,0.995995,0.433153,2.290197,0,100,"6::overall","CD016120_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
