"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"ALCYONE",NA,"Overall survival",1,0,350,0,356,0,0,0,0,-0.510826,0.141172,0.6,0.454973,0.791256,0.0199295335839999,39.650086,"1::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival",1,0,368,0,369,0,0,0,0,-0.415515,0.114428,0.66,0.527403,0.825934,0.013093767184,60.349914,"1::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival - cytogenetic profile at study entry",2,0,271,0,279,0,0,0,0,-0.446287,0.145781,0.64,0.48094,0.851665,0.021252099961,78.923955,"2::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival - cytogenetic profile at study entry",2,0,48,0,44,0,0,0,0,-0.223144,0.282105,0.8,0.460216,1.390651,0.0795832310249999,21.076045,"2::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival - International Staging System disease stage",3,0,98,0,103,0,0,0,0,-0.235722,0.308325,0.79,0.431698,1.445686,0.095064305625,16.002306,"3::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival - International Staging System disease stage",3,0,163,0,156,0,0,0,0,-0.494296,0.188694,0.61,0.421418,0.882971,0.035605425636,42.725178,"3::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Overall survival - International Staging System disease stage",3,0,107,0,110,0,0,0,0,-0.328504,0.191986,0.72,0.494213,1.048942,0.0368586241959999,41.272516,"3::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ALCYONE",NA,"Progression-free survival",1,0,350,0,356,0,0,0,0,-0.867501,0.103437,0.42,0.342928,0.514393,0.689574124836,44.25413,"1::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIA",NA,"Progression-free survival",1,0,368,0,369,0,0,0,0,-0.597837,0.10154,0.55,0.450746,0.67111,0,44.951003,"1::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OCTANS",NA,"Progression-free survival",1,0,146,0,74,0,0,0,0,-0.84397,0.297391,0.43,0.240065,0.770208,0,10.794867,"1::overall","CD013595_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
