"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"NCT00027300 (AFFIRM)",NA,"Time to first relapse",1,1,0,0,0,0,0,0,0,0,-0.867501,0.108391,0.42,0.339615,0.519412,0.011748608881,41.387769,"1::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Time to first relapse",1,2,0,0,0,0,0,0,0,0,-0.693147,0.0807,0.5,0.426853,0.585682,0.0072227901689999,58.612231,"1::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Time to sustained disability progression",2,1,0,0,0,0,0,0,0,0,-0.544727,0.148627,0.58,0.433428,0.776139,0.022089985129,44.040794,"2::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Time to sustained disability progression",2,2,0,0,0,0,0,0,0,0,-0.274437,0.115684,0.76,0.605819,0.953419,0.0133827878559999,55.959206,"2::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Number of participants with at least one SAE",3,1,119,627,75,312,0,0,0,0,0,0.124531516944238,0.789537,0.611782,1.018941,0.015508098712433,45.476702,"3::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Number of participants with at least one SAE",3,2,107,589,122,582,0,0,0,0,0,0.102863750930694,0.866626,0.686534,1.093959,0.0105809512555318,54.523298,"3::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Number of participants with at least one SAE (sensitivity analysis: MS relapses excluded) ",4,1,81,627,34,312,0,0,0,0,0,0.14449563249044,1.185477,0.813309,1.727949,0.0208789878088123,39.062066,"4::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Number of participants with at least one SAE (sensitivity analysis: MS relapses excluded) ",4,2,78,589,70,582,0,0,0,0,0,0.132669620502582,1.101043,0.814311,1.488737,0.017601228204299,60.937934,"4::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Quality of life: PCS in SF-36",5,1,0,627,0,315,0.67,11.28,-1.34,11.28,0,1.14433386471091,2.01,0.48316,3.53684,1.3094999939242,36.933833,"5::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Quality of life: PCS in SF-36",5,2,0,589,0,582,1.03,10.2,-0.93,10.2,0,0.596155396450274,1.96,0.791557,3.128443,0.355401256716784,63.066167,"5::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NCT00027300 (AFFIRM)",NA,"Quality of life: MCS in SF-36",6,1,0,627,0,315,2,18.67,-0.53,18.67,0,1.2893793842295,2.53,0.002863,5.057137,1.66249919647604,16.988548,"6::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NCT00030966 (SENTINEL)",NA,"Quality of life: MCS in SF-36",6,2,0,589,0,582,0.18,9.98,-0.96,9.98,0,0.583297142801347,1.14,-0.003241,2.283241,0.340235556800215,83.011452,"6::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NCT00027300 (AFFIRM)",NA,"Number of participants with new or enlarging T2-weighted MRI lesions",7,1,267,627,269,315,0,0,0,0,0,0.05425931085051,0.498657,0.45043,0.552048,0.0029440728139722,60.788039,"7::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Number of participants with new or enlarging T2-weighted MRI lesions",7,2,195,589,406,582,0,0,0,0,0,0.0664447281822917,0.474587,0.418133,0.538664,0.0044149019032186,39.211961,"7::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Number of participants with Gd+ T1-weighted MRI lesions",8,1,19,627,88,315,0,0,0,0,0,0.240137462736771,0.108471,0.067323,0.174769,0.0576660010096542,46.271504,"8::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00030966 (SENTINEL)",NA,"Number of participants with Gd+ T1-weighted MRI lesions",8,2,21,589,147,582,0,0,0,0,0,0.221128644395315,0.141159,0.090671,0.21976,0.0488978773721095,53.728496,"8::2","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NCT00027300 (AFFIRM)",NA,"Number of participants experiencing treatment discontinuation caused by AE",9,1,38,627,12,312,0,0,0,0,0,0.433799990322135,1.575758,0.835347,2.972432,0.188182431603484,29.016776,"9::1","CD015123_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
