"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Jacqz-Aigrain 1994",1994,"Hypotension",1,NA,8,24,6,22,0,0,0,0,0,0,1.222222,0.503709,2.965655,0,100,"1::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Arya 2001",2001,"Apnoea",2,NA,5,17,3,16,0,0,0,0,0,0,1.568627,0.445811,5.519363,0,100,"2::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"All-cause mortality until hospital discharge",3,NA,1,22,2,21,0,0,0,0,0,0,0.477273,0.046679,4.879892,0,15.235471,"3::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Arya 2001",2001,"All-cause mortality until hospital discharge",3,NA,6,17,7,16,0,0,0,0,0,0,0.806723,0.344711,1.887961,0,53.691395,"3::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jacqz-Aigrain 1994",1994,"All-cause mortality until hospital discharge",3,NA,4,24,4,22,0,0,0,0,0,0,0.916667,0.260176,3.229658,0,31.073134,"3::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Days on mechanical ventilation",4,NA,0,22,0,21,14.2,11.1,12.2,12.7,0,0,2,-5.142699,9.142699,0,28.963585,"4::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jacqz-Aigrain 1994",1994,"Days on mechanical ventilation",4,NA,0,24,0,22,12.29,10.04,8.04,5.17,0,0,4.25,-0.310873,8.810873,0,71.036415,"4::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Days of supplemental oxygen use",5,NA,0,22,0,21,35,33,32.3,30.2,0,0,2.7,-16.194142,21.594142,0,9.866861,"5::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jacqz-Aigrain 1994",1994,"Days of supplemental oxygen use",5,NA,0,24,0,22,9.2,9.16,8.79,12.12,0,0,0.41,-5.841359,6.661359,0,90.133139,"5::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Intraventricular haemorrhage (any grade)",6,NA,10,22,4,21,0,0,0,0,0,0,2.386364,0.88365,6.444554,0,39.53125,"6::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Arya 2001",2001,"Intraventricular haemorrhage (any grade)",6,NA,0,17,0,16,0,0,0,0,0,0,NA,NA,NA,0,NA,"6::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Jacqz-Aigrain 1994",1994,"Intraventricular haemorrhage (any grade)",6,NA,8,24,6,22,0,0,0,0,0,0,1.222222,0.503709,2.965655,0,60.46875,"6::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Pneumothorax",7,NA,1,22,1,21,0,0,0,0,0,0,0.954545,0.063732,14.296629,0,16.39663,"7::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Arya 2001",2001,"Pneumothorax",7,NA,0,17,0,16,0,0,0,0,0,0,NA,NA,NA,0,NA,"7::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Jacqz-Aigrain 1994",1994,"Pneumothorax",7,NA,6,24,5,22,0,0,0,0,0,0,1.1,0.390252,3.100562,0,83.60337,"7::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Length of NICU stay (days)",8,NA,0,22,0,21,48.6,31.1,37.5,31.4,0,0,11.1,-7.588086,29.788086,0,7.278221,"8::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jacqz-Aigrain 1994",1994,"Length of NICU stay (days)",8,NA,0,24,0,22,14,12,9,5,0,0,5,-0.235843,10.235843,0,92.721779,"8::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Najafian 2017",2017,"Hypotension",1,NA,1,30,1,30,0,0,0,0,0,0,1,0.065532,15.25976,0,100,"1::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Najafian 2017",2017,"Apnea",2,NA,10,30,0,30,0,0,0,0,0,0,21,1.285962,342.933928,0,100,"2::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"All-cause mortality until hospital discharge ",3,NA,1,22,0,24,0,0,0,0,0,0,3.26087,0.139719,76.104462,0,100,"3::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Days on mechanical ventilation",4,NA,0,22,0,24,14.2,11.1,7.5,8.3,0,0,6.7,0.995572,12.404428,0,3.325328,"4::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Najafian 2017",2017,"Days on mechanical ventilation",4,NA,0,30,0,30,4.6,2.14,4.06,2.04,0,0,0.54,-0.517969,1.597969,0,96.674672,"4::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Days of supplemental oxygen use",5,NA,0,22,0,24,35,33,27.6,29.1,0,9.47756749985384,7.4,-10.646974,25.446974,89.8242857142857,100,"5::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Intraventricular haemorrhage (any grade)",6,NA,10,22,3,24,0,0,0,0,0,0.583317872398695,3.636364,1.147683,11.521593,0.34025974025974,100,"6::overall","CD002052_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
