"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Aniwan 2021",2021,"Adenoma detection rate",1,NA,132,250,119,250,0,0,0,0,0,0,1.109244,0.931092,1.321482,0,7.501486,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chakpaisan 2020",2020,"Adenoma detection rate",1,NA,141,352,197,452,0,0,0,0,0,0,0.91907,0.779021,1.084297,0,7.837881,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dos Santos 2022",2022,"Adenoma detection rate",1,NA,49,69,37,70,0,0,0,0,0,0,1.343517,1.027964,1.755936,0,4.901769,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hasegawa 2021",2021,"Adenoma detection rate",1,NA,243,349,247,351,0,0,0,0,0,0,0.989444,0.897973,1.090232,0,10.342036,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Houwen 2022",2022,"Adenoma detection rate",1,NA,58,160,44,172,0,0,0,0,0,0,1.417045,1.021394,1.965959,0,3.77013,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kudo 2021",2021,"Adenoma detection rate",1,NA,101,152,73,150,0,0,0,0,0,0,1.365357,1.118491,1.666709,0,6.709964,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Li 2023",2023,"Adenoma detection rate",1,NA,170,441,146,443,0,0,0,0,0,0,1.169664,0.979377,1.396923,0,7.417615,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lovasz 2020",2020,"Adenoma detection rate",1,NA,190,552,195,726,0,0,0,0,0,0,1.281494,1.08512,1.513405,0,7.802524,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Miyaguchi 2021",2021,"Adenoma detection rate",1,NA,233,494,235,501,0,0,0,0,0,0,1.005539,0.881309,1.14728,0,9.05403,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Oliveira Dos Santos 2019",2019,"Adenoma detection rate",1,NA,74,130,54,125,0,0,0,0,0,0,1.317664,1.025648,1.692821,0,5.300368,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Paggi 2020",2020,"Adenoma detection rate",1,NA,169,326,141,323,0,0,0,0,0,0.0535395678659681,1.187552,1.009774,1.396628,0.0028664853272746,7.948912,"1::overall","CD015476_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
