"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Dempster 1993",1993,"Return to normal hearing, randomised by ear (medium-term)",1,0,0,0,0,0,0,0,0,-0.328504,0.33,0.72,0.377082,1.374767,0,50.408917,"1::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dempster 1993",1993,"Return to normal hearing, randomised by ear (medium-term)",1,0,0,0,0,0,0,0,0,0.576613,0.34,1.779999,0.914137,3.465998,0,49.591083,"1::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dempster 1993",1993,"Mean final hearing threshold, randomised by ear (medium-term)",2,0,0,0,0,0,0,0,0,0.3,1.38,0.3,-2.40475,3.00475,0,34.034541,"2::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dempster 1993",1993,"Mean final hearing threshold, randomised by ear (medium-term)",2,0,0,0,0,0,0,0,0,-0.8,1.84,-0.8,-4.406334,2.806334,0,32.543112,"2::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Maw 1983",1983,"Mean final hearing threshold, randomised by ear (medium-term)",2,0,0,0,0,0,0,0,0,-9.9,1.58,-9.9,-12.996743,-6.803257,0,33.422348,"2::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dempster 1993",1993,"Change in hearing threshold from baseline, randomised by ear (medium-term)",3,0,0,0,0,0,0,0,0,1.3,1.7,1.3,-2.031939,4.631939,0,54.455566,"3::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dempster 1993",1993,"Change in hearing threshold from baseline, randomised by ear (medium-term)",3,0,0,0,0,0,0,0,0,-1.9,1.95,-1.9,-5.72193,1.92193,0,45.544434,"3::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dempster 1993",1993,"Adverse event: perforation/retraction, randomised by ear (medium-term)",4,0,0,0,0,0,0,0,0,-0.430783,0.67,0.65,0.174827,2.416676,0,38.489997,"4::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dempster 1993",1993,"Adverse event: perforation/retraction, randomised by ear (medium-term)",4,0,0,0,0,0,0,0,0,0,0.53,1,0.353886,2.82577,0,61.510003,"4::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Elkholy 2021",2021,"Persistence of OME: randomised by child (very short-term)",5,2,20,6,20,0,0,0,0,0,0,0.333333,0.076229,1.457605,0,0,"5::overall","CD015215_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
