"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Erken 2021",2021,"All-cause mortality",1,NA,0,7,0,8,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Hsu 2018",2018,"All-cause mortality",1,NA,0,94,0,93,0,0,0,0,0,1.62656806934433,NA,NA,NA,2.64572368421053,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Jonas 2016",2016,"All-cause mortality",1,NA,0,120,0,60,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lim 2016a",2016,"All-cause mortality",1,NA,0,45,0,45,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lim 2016b",2016,"All-cause mortality",1,NA,0,52,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"POTENT study 2018",2018,"All-cause mortality",1,NA,0,81,0,81,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Pessoa 2008",2008,"All-cause mortality",1,NA,0,51,0,17,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Xie 2014",2014,"All-cause mortality",1,NA,0,146,0,72,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Yao 2005",2005,"All-cause mortality",1,NA,0,141,0,71,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Yao 2007",2007,"All-cause mortality",1,NA,0,116,0,29,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"De Man 2001",2001,"Proportion of people with serious adverse events",2,NA,5,34,0,8,0,0,0,0,0,1.42903311442935,2.828571,0.171859,46.554572,2.04213564213564,4.920053,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Erken 2021",2021,"Proportion of people with serious adverse events",2,NA,0,7,0,8,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Hsu 2018",2018,"Proportion of people with serious adverse events",2,NA,12,94,7,93,0,0,0,0,0,0.452547776644735,1.696049,0.698601,4.117633,0.204799490146093,17.862793,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jonas 2016",2016,"Proportion of people with serious adverse events",2,NA,4,120,7,60,0,0,0,0,0,0.606512277581537,0.285714,0.08703,0.937986,0.367857142857143,14.48188,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Li 2016",2016,"Proportion of people with serious adverse events",2,NA,0,40,0,40,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Li 2018",2018,"Proportion of people with serious adverse events",2,NA,0,23,0,26,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD015536_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
