"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Davis 1998",1998,"Extubation failure",1,16,47,27,45,0,0,0,0,0,0.236723930074959,0.567376,0.356756,0.902341,0.0560382190701339,17.254158,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Annibale 1994",1994,"Extubation failure",1,15,40,17,42,0,0,0,0,0,0.276912752087923,0.926471,0.538422,1.59419,0.0766806722689075,10.373255,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chan 1993",1993,"Extubation failure",1,19,60,22,60,0,0,0,0,0,0.254465697233597,0.863636,0.52448,1.422108,0.0647527910685805,13.759817,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dimitriou 2000",2000,"Extubation failure",1,15,75,25,75,0,0,0,0,0,0.282842712474619,0.6,0.344663,1.044497,0.0799999999999999,15.636156,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Engelke 1982",1982,"Extubation failure",1,0,9,6,9,0,0,0,0,0,1.39780046996921,0.076923,0.004969,1.190876,1.95384615384615,4.0654,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Higgins 1991",1991,"Extubation failure",1,7,29,23,29,0,0,0,0,0,0.342592887382865,0.304348,0.155509,0.595643,0.117369886485329,14.385263,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Peake 2005",2005,"Extubation failure",1,16,49,24,48,0,0,0,0,0,0.250848898877446,0.653061,0.399421,1.067768,0.0629251700680272,15.165459,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"So 1995",1995,"Extubation failure",1,4,25,13,25,0,0,0,0,0,0.49691355075413,0.307692,0.116183,0.814874,0.246923076923077,8.130801,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tapia 1995",1995,"Extubation failure",1,7,29,2,30,0,0,0,0,0,0.758314612085986,3.62069,0.819054,16.005523,0.57504105090312,1.229691,"1::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Davis 1998",1998,"Endotracheal reintubation",2,16,47,13,45,0,0,0,0,0,0.236723930074959,1.178396,0.642185,2.162332,0.0560382190701339,10.576883,"2::overall","CD000143_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
