"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Agarwal 2013",2013,"Duration of mechanical ventilation",1,NA,0,23,0,25,4.88,1.03,5.01,0.94,0,0.28542965325369,-0.13,-0.689432,0.429432,0.0814700869565217,1.249498,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Aghadavoudi 2012",2012,"Duration of mechanical ventilation",1,NA,0,41,0,40,5.23,0.36,5.19,0.29,0,0.0725498146776137,0.04,-0.102195,0.182195,0.005263475609756,2.798767,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Alikiaii 2022",2022,"Duration of mechanical ventilation",1,NA,0,37,0,37,4.83,0.27,5.04,0.21,0,0.056233105571026,-0.21,-0.320215,-0.099785,0.0031621621621621,2.897842,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Arnal 2018",2018,"Duration of mechanical ventilation",1,NA,0,30,0,30,4.9,0.82,4.83,0.76,0,0.204124145231932,0.07,-0.330076,0.470076,0.0416666666666666,1.757693,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bahgat 2023",2023,"Duration of mechanical ventilation",1,NA,0,35,0,70,4.84,0.26,5.13,0.31,0,0.0574829167169317,-0.29,-0.402664,-0.177336,0.0033042857142857,2.89092,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bosma 2016",2016,"Duration of mechanical ventilation",1,NA,0,27,0,23,4.68,0.86,5.15,1.74,0,0.39878236571003,-0.47,-1.251599,0.311599,0.159027375201288,0.799236,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Botha 2018",2018,"Duration of mechanical ventilation",1,NA,0,23,0,19,4.39,1.78,4.84,1.45,0,0.498411894396565,-0.45,-1.426869,0.526869,0.248414416475973,0.564704,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Burns 2013",2013,"Duration of mechanical ventilation",1,NA,0,41,0,34,4.52,0.96,5.06,1.43,0,0.28744071810992,-0.54,-1.103373,0.023373,0.0826221664275466,1.239128,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Celli 2014",2014,"Duration of mechanical ventilation",1,NA,0,10,0,10,0.39,0.15,0.93,0.14,0,0.0648845127900333,-0.54,-0.667171,-0.412829,0.00421,2.847576,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Davis 1989",1989,"Duration of mechanical ventilation",1,NA,0,17,0,13,1.51,0.31,3.34,0.58,0,0.177566506564142,-1.83,-2.178024,-1.481976,0.0315298642533936,1.960792,"1::overall","CD009235_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
