"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Burgos-Vargas 2015",2015,"PedACR70 at up to 16 weeks ",1,17,31,3,15,0,0,0,0,0,0,2.741935,0.948689,7.924842,0,23.525539,"1::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Burgos-Vargas 2022",2022,"PedACR70 at up to 16 weeks ",1,8,12,1,14,0,0,0,0,0,0,9.333333,1.353934,64.339244,0,7.110053,"1::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ruperto 2007",2007,"PedACR70 at up to 16 weeks ",1,13,60,7,62,0,0,0,0,0,0,1.919048,0.822265,4.478781,0,36.893128,"1::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lovell 2000",2000,"PedACR70 at up to 16 weeks ",1,11,25,5,26,0,0,0,0,0,0,2.288,0.927086,5.646666,0,32.47128,"1::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Horneff 2013",2013,"PedACR70 at 17 to 26 weeks",2,13,20,9,18,0,0,0,0,0,0,1.3,0.740433,2.282447,0,100,"2::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Brunner 2014",2014,"PedACR70 at 27 to 52 weeks ",3,37,78,36,76,0,0,0,0,0,0,1.001425,0.717957,1.396812,0,52.301017,"3::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lovell 2008",2008,"PedACR70 at 27 to 52 weeks ",3,38,68,18,65,0,0,0,0,0,0,2.017974,1.291877,3.152172,0,47.698983,"3::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Burgos-Vargas 2015",2015,"Pain at up to 16 weeks ",4,0,31,0,15,24.8,21,32.8,27.2,0,0.317105844811519,-0.339597,-0.960307,0.281114,0.100556116813627,54.447244,"4::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Burgos-Vargas 2022",2022,"Pain at up to 16 weeks ",4,0,12,0,14,2.4,1.9,5.8,2.7,0,0,-1.390977,-2.26446,-0.517494,0,45.552756,"4::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Horneff 2013",2013,"Pain at 17 to 26 weeks ",5,0,20,0,18,2.3,3.1,1.7,1.2,0,0,0.6,-0.867357,2.067357,0,100,"5::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Burgos-Vargas 2015",2015,"Mean CHAQ at up to 16 weeks ",6,0,31,0,15,-0.2,0.6,-0.1,0.4,0,0,-0.1,-0.392551,0.192551,0,59.974192,"6::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Burgos-Vargas 2022",2022,"Mean CHAQ at up to 16 weeks ",6,0,12,0,14,1.6,0.8,2,0.4,0,0,-0.4,-0.898779,0.098779,0,20.632488,"6::overall","CD013715_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
