"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Barrowclough 2014",2014,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,48,0,24,59.75,10.445665,58.9,11.6,0,0,0.85,-4.651822,6.351822,0,8.807585,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Bucci 2018 (Actissist)",2018,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,21,0,9,52.9,17.4,63.6,17.54,0,0,-10.7,-24.363726,2.963726,0,5.915507,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Gonzalez-Ortega 2021",2021,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,86,0,91,40.37,10.03,45.11,9.89,0,0,-4.74,-7.67644,-1.80356,0,9.446718,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Hjorthoj 2013 (CapOpus)",2013,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,18,0,18,59.4,15.2,63.8,16.9,0,0,-4.4,-14.900502,6.100502,0,7.046056,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Jolley 2003",2003,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,7,0,8,49.2,13.87,54.7,14.94,0,0,-5.5,-20.085986,9.085986,0,5.608763,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lewis 2002 (SOCRATES)",2002,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,39,0,60,61.73,19.69,64.38,16.79,0,0,-2.65,-10.149091,4.849091,0,8.146458,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lewis 2002 (SOCRATES)",2002,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,39,0,71,61.73,19.69,59.96,16.39,0,0,1.77,-5.490992,9.030992,0,8.23007,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Liu 2019",2019,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,40,0,40,51.65,11.22,55.05,9.56,0,0,-3.4,-7.968041,1.168041,0,9.074262,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Morrison 2018 (COMPARE)",2018,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,22,0,22,53.77,12.54,61.06,14.44,0,0,-7.29,-15.281677,0.701677,0,7.970639,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Morrison 2020 (MAPS)",2020,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,17,0,18,62,15.9,68.6,17.3,0,0,-6.6,-17.599991,4.399991,0,6.861806,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Palma-Sevillano 2019",2019,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,35,0,27,56.6,20.7,116.2,26.42,0,0,-59.6,-71.697127,-47.502873,0,6.463019,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Pos 2019",2019,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,39,0,39,51.4103,12.76863,51.8718,11.68485,0,0,-0.4615,-5.893598,4.970598,0,8.828621,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Uzenoff 2008",2008,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,10,0,9,48.4,6.72,55.67,12.22,0,0,-7.27,-16.274725,1.734725,0,7.600496,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Barrowclough 2014",2014,"Mental state - general: mean endpoint PANSS total (high = poor)",1,0,47,0,23,59.419149,9.639697,59.4,11.3,0,0,0.019149,-5.358744,5.397042,0,10.791685,"1::overall","CD015331_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
