"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Crowther 2003",2003,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,87,629,107,626,0,0,0,0,0,0,0.809206,0.623685,1.049912,0,39.450701,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Crowther 2023",2023,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,12,837,7,796,0,0,0,0,0,0,1.630312,0.645124,4.120013,0,2.639376,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Marret 2006",2006,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,34,352,38,336,0,0,0,0,0,0.228398979223225,0.854067,0.551224,1.323293,0.0521660937102113,14.302167,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mittendorf 2002",2002,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,2,30,1,29,0,0,0,0,0,0,1.933333,0.1852,20.182395,0,0.374053,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rouse 2008",2008,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,103,1188,96,1256,0,0,0,0,0,0,1.134329,0.868965,1.48073,0,34.328158,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wolf 2020",2020,"Death (fetal, neonatal, or later (up to 2 years' corrected age))",1,22,343,24,337,0,0,0,0,0,0,0.900632,0.515151,1.574562,0,8.905544,"1::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Crowther 2003",2003,"Cerebral palsy (up to 2 years' corrected age)",2,36,533,42,514,0,0,0,0,0,0.219348318639475,0.826588,0.538587,1.268593,0.0481136848899647,24.237395,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Crowther 2023",2023,"Cerebral palsy (up to 2 years' corrected age)",2,11,679,11,667,0,0,0,0,0,0,0.982327,0.428826,2.250251,0,6.290331,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Marret 2006",2006,"Cerebral palsy (up to 2 years' corrected age)",2,22,313,30,293,0,0,0,0,0,0.269475045473184,0.686475,0.405451,1.162282,0.0726168001327745,17.565038,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mittendorf 2002",2002,"Cerebral palsy (up to 2 years' corrected age)",2,3,27,0,29,0,0,0,0,0,1.49000768047176,7.5,0.405277,138.793936,2.22012288786482,0.273625,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rouse 2008",2008,"Cerebral palsy (up to 2 years' corrected age)",2,41,1174,74,1244,0,0,0,0,0,0.190236431037924,0.58709,0.404245,0.852637,0.0361898996940468,40.728615,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wolf 2020",2020,"Cerebral palsy (up to 2 years' corrected age)",2,12,321,19,313,0,0,0,0,0,0.360379601263728,0.615839,0.304067,1.247281,0.129873457007003,10.904996,"2::overall","CD004661_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
