"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Barquist 2006",2006,"All-cause mortality",1,NA,2,29,5,31,0,0,0,0,0,0,0.427586,0.089879,2.03418,0,100,"1::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barquist 2006",2006,"ICU length of stay",2,NA,0,29,0,31,4.96,32.31,5.26,36.19,0,28.2763510546063,-0.3,-17.637286,17.037286,799.552028963336,100,"2::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Barquist 2006",2006,"Rate of pulmonary complications (pneumonia)",3,NA,28,29,28,31,0,0,0,0,0,0.0684671329307189,1.068966,0.934726,1.222484,0.0046877482917527,100,"3::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Villemure-Poliquin 2023",2023,"All-cause mortality up to 6 months (time-to-event)",1,NA,0,0,0,0,0,0,0,0,-0.040822,0.343022,0.96,0.490106,1.880408,0,100,"1::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Skrzypiec 2021",2021,"All-cause mortality",2,NA,0,46,7,78,0,0,0,0,0,0,0.112057,0.006548,1.917651,0,100,"2::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Keenan 2015",2015,"In-hospital mortality (OR)",3,NA,NA,0,NA,0,NA,NA,NA,NA,0.198450938723838,0.0742863177215813,1.219512,1.054274,1.410648,NA,100,"3::overall","CD015932_pub2_data",NA,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"Guillotte 2023",2023,"In-hospital mortality",4,NA,1,16,0,6,NA,NA,NA,NA,NA,NA,1.235294,0.056933,26.802796,NA,0.163178,"4::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD015932_pub2_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villemure-Poliquin 2023",2023,"Mortality up to 28 (? 2) days (time-to-event)",5,NA,0,0,0,0,0,0,0,0,0.378436435720245,0.462605932438001,1.46,0.589633,3.615129,0.214004248726832,100,"5::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Villemure-Poliquin 2023",2023,"ICU length of stay (time-to-event, measure of association)",6,NA,0,0,0,0,0,0,0,0,-0.562119,0.110726,0.57,0.458801,0.70815,0.005586516049,100,"6::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Guillotte 2023",2023,"ICU length of stay (days)",7,NA,0,16,0,6,0,0,0,0,-9,4.116937,-9,-17.069048,-0.930952,0,50.570986,"7::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Skrzypiec 2021",2021,"ICU length of stay (days)",7,NA,0,46,0,78,0,0,0,0,-39.4,5.244313,-39.4,-49.678665,-29.121335,0,49.429014,"7::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Villemure-Poliquin 2023",2023,"Hospital length of stay (time-to-event, measure of association)",8,NA,0,0,0,0,0,0,0,0,-0.210721,0.118903,0.81,0.641615,1.022576,0.012260247076,100,"8::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD015932_pub2_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD015932_pub2_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD015932_pub2_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villemure-Poliquin 2023",2023,"Rate of pulmonary complications (ventilator-associated pneumonia)",10,NA,0,0,0,0,0,0,0,0,0.09531,0.176827,1.1,0.777817,1.555636,0,100,"10::overall","CD015932_pub2_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
