"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Park 2007",2007,"Composite score of competency",1,NA,0,12,0,12,17.9,5.2,14.8,2.5,0,0,3.1,-0.164483,6.364483,0,0,"1::overall","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Ahlberg 2005",2005,"Independent procedure completion: type of endoscopic procedure under study",2,1,31,60,11,59,0,0,0,0,0,0,2.771212,1.541511,4.981876,0,16.541812,"2::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McIntosh 2014",2014,"Independent procedure completion: type of endoscopic procedure under study",2,1,13,50,10,40,0,0,0,0,0,0,1.04,0.510348,2.119337,0,13.34829,"2::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Park 2007",2007,"Independent procedure completion: type of endoscopic procedure under study",2,1,1,12,0,12,0,0,0,0,0,0,3,0.134217,67.055684,0,1.126625,"2::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sedlack 2004b",2004,"Independent procedure completion: type of endoscopic procedure under study",2,1,23,60,12,60,0,0,0,0,0,0,1.916667,1.052685,3.489754,0,16.18299,"2::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Yi 2008",2008,"Independent procedure completion: type of endoscopic procedure under study",2,1,19,25,13,30,0,0,0,0,0,0,1.753846,1.101952,2.791388,0,20.376533,"2::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Di Giulio 2004",2004,"Independent procedure completion: type of endoscopic procedure under study",2,2,179,204,142,203,0,0,0,0,0,0,1.254384,1.130793,1.391484,0,32.42375,"2::2","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ahlberg 2005",2005,"Independent procedure completion: level of participant endoscopy experience",3,1,31,60,11,59,0,0,0,0,0,0,2.771212,1.541511,4.981876,0,16.541812,"3::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McIntosh 2014",2014,"Independent procedure completion: level of participant endoscopy experience",3,1,13,50,10,40,0,0,0,0,0,0,1.04,0.510348,2.119337,0,13.34829,"3::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sedlack 2004b",2004,"Independent procedure completion: level of participant endoscopy experience",3,1,23,60,12,60,0,0,0,0,0,0,1.916667,1.052685,3.489754,0,16.18299,"3::1","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Di Giulio 2004",2004,"Independent procedure completion: level of participant endoscopy experience",3,2,179,204,142,203,0,0,0,0,0,0,1.254384,1.130793,1.391484,0,32.42375,"3::2","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Park 2007",2007,"Independent procedure completion: level of participant endoscopy experience",3,2,1,12,0,12,0,0,0,0,0,0,3,0.134217,67.055684,0,1.126625,"3::2","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Yi 2008",2008,"Independent procedure completion: level of participant endoscopy experience",3,2,19,25,13,30,0,0,0,0,0,0,1.753846,1.101952,2.791388,0,20.376533,"3::2","CD008237_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
