"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Balkenende 2019",NA,"Standard controlled ovarian hyperstimulation with gonadotropins versus controlled ovarian hyperstimulation with gonadotropins + letrozole: number of oocytes retrieved after ovarian stimulation",1,NA,0,53,0,55,11.2,8.2,10.5,9.3,0,2.08748839918012,0.7,-2.603702,4.003702,4.35760781671159,100,"1::overall","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Balkenende 2019",NA,"Standard controlled ovarian hyperstimulation with gonadotropins versus controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation",2,NA,0,54,0,55,11.2,10.6,10.5,9.3,0,0,0.7,-3.046191,4.446191,0,100,"2::overall","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Balkenende 2019",NA,"Standard controlled ovarian hyperstimulation with gonadotropins + letrozole versus standard controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation",3,NA,0,53,0,54,11.2,8.2,11.2,10.6,0,1.83014206716958,0,-3.587013,3.587013,3.34941998602376,55.800025,"3::overall","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Letourneau 2021",NA,"Standard controlled ovarian hyperstimulation with gonadotropins + letrozole versus standard controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation",3,NA,0,51,0,45,16.8,9,16.9,10.9,0,2.05632135531873,-0.1,-4.130316,3.930316,4.22845751633987,44.199975,"3::overall","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lambertini 2022",NA,"Ovarian insufficiency grouped by strict or broad definition",1,1,11,139,31,121,0,0,0,0,0,0,0.308888,0.162348,0.587702,0,32.029052,"1::1","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Leonard 2017",NA,"Ovarian insufficiency grouped by strict or broad definition",1,1,12,65,23,66,0,0,0,0,0,0,0.529766,0.288384,0.973189,0,22.055191,"1::1","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Li 2015",NA,"Ovarian insufficiency grouped by strict or broad definition",1,1,1,42,8,60,0,0,0,0,0,1.40691092911782,0.178571,0.023194,1.374856,1.97939836247118,6.366196,"1::1","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Moore 2019",NA,"Ovarian insufficiency grouped by strict or broad definition",1,1,5,66,15,69,0,0,0,0,0,0,0.348485,0.134208,0.90488,0,14.172366,"1::1","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Song 2013",NA,"Ovarian insufficiency grouped by strict or broad definition",1,1,15,89,27,94,0,0,0,0,0,0,0.586767,0.334944,1.027919,0,25.377195,"1::1","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Elgindy 2013",NA,"Ovarian insufficiency grouped by strict or broad definition",1,2,9,25,6,25,0,0,0,0,0,0,1.5,0.627398,3.586241,0,3.408743,"1::2","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Elgindy 2013",NA,"Ovarian insufficiency grouped by strict or broad definition",1,2,8,25,7,25,0,0,0,0,0,0,1.142857,0.48872,2.672538,0,3.976866,"1::2","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gerber 2011",NA,"Ovarian insufficiency grouped by strict or broad definition",1,2,0,30,1,30,0,0,0,0,0,0,0.333333,0.014119,7.869869,0,0.852186,"1::2","CD012891_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
