"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Ratanasukon 2012",2012,"Mean change in BCVA between baseline and 12 months (? 6)",1,NA,0,7,0,7,0.04,0.05,0.03,0.05,0,0,0.01,-0.042382,0.062382,0,78.953356,"1::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Shinojima 2017",2017,"Mean change in BCVA between baseline and 12 months (? 6)",1,NA,0,37,0,42,0.09,0.22,0.08,0.24,0,0,0.01,-0.091456,0.111456,0,21.046644,"1::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Ratanasukon 2012",2012,"Recurrence of central serous chorioretinopathy at 12 months (? 6)",2,NA,1,22,2,14,0,0,0,0,0,0,0.318182,0.03174,3.189623,0,100,"2::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ratanasukon 2012",2012,"Persistent central serous chorioretinopathy at 12 months (? 6)",3,NA,4,26,11,25,0,0,0,0,0,0,0.34965,0.128105,0.954336,0,100,"3::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ratanasukon 2012",2012,"Mean change in central retinal thickness between baseline and 12 months (? 6)",4,NA,0,7,0,7,180,15.05,186.22,20.62,0,0,-6.22,-25.131177,12.691177,0,100,"4::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Chen 2020",2020,"Recurrence of central serous chorioretinopathy at 12 months (? 6)",1,NA,3,57,12,47,0,0,0,0,0,0,0.20614,0.061793,0.687685,0,72.457627,"1::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kianersi 2008",2008,"Recurrence of central serous chorioretinopathy at 12 months (? 6)",1,NA,3,30,5,30,0,0,0,0,0,0,0.6,0.157279,2.28893,0,27.542373,"1::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chen 2020",2020,"Persistent central serous chorioretinopathy at 12 months (? 6)",2,NA,3,60,13,60,0,0,0,0,0,0,0.230769,0.069277,0.768715,0,100,"2::overall","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ontiveros-Orozco 2004",2004,"Recurrent/persistent central serous chorioretinopathy at 12 months (? 6)",1,1,1,7,4,6,0,0,0,0,0,0,0.214286,0.032027,1.433748,0,100,"1::1","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ontiveros-Orozco 2004",2004,"Recurrent/persistent central serous chorioretinopathy at 12 months (? 6)",1,2,0,7,1,6,0,0,0,0,0,0,0.291667,0.014013,6.070654,0,100,"1::2","CD011841_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
