"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"MacMillan 2000",2000,"Postoperative ileus",1,2,67,4,72,0,0,0,0,0,0,0.537313,0.10171,2.838511,0,26.263682,"1::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minig 2009a",2009,"Postoperative ileus",1,0,18,0,22,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Minig 2009b",2009,"Postoperative ileus",1,1,71,4,72,0,0,0,0,0,0,0.253521,0.029044,2.21298,0,27.053155,"1::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Steed 2002",2002,"Postoperative ileus",1,4,47,7,49,0,0,0,0,0,0,0.595745,0.186483,1.903183,0,46.683164,"1::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Amatyakul 2001",2001,"Nausea or vomiting, or both (random-effects model)",2,4,53,7,53,0,0,0,0,0,0,0.571429,0.177711,1.837428,0,6.759855,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balayla 2015",2015,"Nausea or vomiting, or both (random-effects model)",2,24,61,23,58,0,0,0,0,0,0,0.99216,0.635908,1.547993,0,18.842769,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacMillan 2000",2000,"Nausea or vomiting, or both (random-effects model)",2,14,67,26,72,0,0,0,0,0,0,0.578645,0.331164,1.011072,0,16.049204,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minig 2009a",2009,"Nausea or vomiting, or both (random-effects model)",2,10,18,12,22,0,0,0,0,0,0,1.018519,0.580419,1.787294,0,15.94944,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minig 2009b",2009,"Nausea or vomiting, or both (random-effects model)",2,31,71,40,72,0,0,0,0,0,0,0.785915,0.561968,1.099107,0,21.679484,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pearl 1998",1998,"Nausea or vomiting, or both (random-effects model)",2,45,92,29,103,0,0,0,0,0,0,1.737256,1.19695,2.521459,0,20.719247,"2::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balayla 2015",2015,"Nausea (random-effects model)",3,5,61,2,58,0,0,0,0,0,0,2.377049,0.479946,11.772919,0,19.050249,"3::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacMillan 2000",2000,"Nausea (random-effects model)",3,9,67,17,72,0,0,0,0,0,0,0.56892,0.272451,1.187992,0,36.700963,"3::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pearl 1998",1998,"Nausea (random-effects model)",3,40,92,25,103,0,0,0,0,0,0,1.791304,1.185131,2.707525,0,44.248788,"3::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Amatyakul 2001",2001,"Vomiting",4,4,53,7,53,0,0,0,0,0,0,0.571429,0.177711,1.837428,0,20.707879,"4::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Balayla 2015",2015,"Vomiting",4,14,61,14,58,0,0,0,0,0,0,0.95082,0.497492,1.817231,0,42.459852,"4::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacMillan 2000",2000,"Vomiting",4,5,67,9,72,0,0,0,0,0,0,0.597015,0.210731,1.691384,0,25.666703,"4::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pearl 1998",1998,"Vomiting",4,5,92,4,103,0,0,0,0,0,0,1.399457,0.387405,5.055384,0,11.165567,"4::overall","CD004508_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
