"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Du 2017",2017,"Mortality at longest follow-up",1,22,40,30,40,0,0,0,0,0,0,0.733333,0.52587,1.022645,0,7.070089,"1::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fiorentini 2012",2012,"Mortality at longest follow-up",1,30,35,35,35,0,0,0,0,0,0.679635756787974,0.859155,0.743908,0.992256,0.461904761904762,37.688873,"1::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zheng 2013",2013,"Mortality at longest follow-up",1,37,42,42,42,0,0,0,0,0,0,0.882353,0.783384,0.993825,0,55.241038,"1::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Du 2017",2017,"Mortality at 12 months' follow-up",2,10,40,20,40,0,0,0,0,0,0,0.5,0.269027,0.929274,0,51.27315,"2::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zheng 2013",2013,"Mortality at 12 months' follow-up",2,17,42,6,42,0,0,0,0,0,1.48484774501793,2.833333,1.239668,6.475749,2.20477282588483,48.72685,"2::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Du 2017",2017,"Mortality at 24 months' follow-up",3,22,40,30,40,0,0,0,0,0,0,0.733333,0.52587,1.022645,0,27.055855,"3::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fiorentini 2012",2012,"Mortality at 24 months' follow-up",3,15,35,24,35,0,0,0,0,0,0,0.625,0.401137,0.973794,0,15.215343,"3::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zheng 2013",2013,"Mortality at 24 months' follow-up",3,30,42,36,42,0,0,0,0,0,0,0.833333,0.663662,1.046382,0,57.728802,"3::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fiorentini 2012",2012,"Mortality at 36 months' follow-up",4,23,35,32,35,0,0,0,0,0,0,0.71875,0.554243,0.932085,0,37.972885,"4::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zheng 2013",2013,"Mortality at 36 months' follow-up",4,37,42,42,42,0,0,0,0,0,0,0.882353,0.783384,0.993825,0,62.027115,"4::overall","CD012757_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
