"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Hassiakos 2007",2007,"Requirement for blood transfusion",1,0,47,0,94,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Kim 2022",2022,"Requirement for blood transfusion",1,16,341,22,438,0,0,0,0,0,0.336801595431665,0.934151,0.498405,1.750862,0.113435314685315,10.729338,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kwon 2014",2014,"Requirement for blood transfusion",1,13,65,12,96,0,0,0,0,0,0.437483646999452,1.6,0.779831,3.282764,0.191391941391941,9.260896,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lee 2023",2023,"Requirement for blood transfusion",1,53,119,30,173,0,0,0,0,0,0.272664225754237,2.568347,1.752612,3.763759,0.0743457800061573,15.861736,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pulvirenti 2006",2006,"Requirement for blood transfusion",1,2,136,5,314,0,0,0,0,0,0.843029615447676,0.923529,0.181412,4.701499,0.710698932521857,2.727825,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Roman 2004",2004,"Requirement for blood transfusion",1,1,111,3,257,0,0,0,0,0,1.16032807873388,0.771772,0.081166,7.33847,1.34636125029826,1.513775,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"El-Refaie 2020",2020,"Requirement for blood transfusion",1,18,91,10,87,0,0,0,0,0,0.426897175769007,1.720879,0.84186,3.517716,0.182241198679555,9.316489,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Akbas 2016",2016,"Requirement for blood transfusion",1,12,63,10,63,0,0,0,0,0,0,1.2,0.559465,2.573889,0,8.623378,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gursoy 2021",2021,"Requirement for blood transfusion",1,18,54,10,26,0,0,0,0,0,0.354320171826942,0.866667,0.468385,1.60362,0.125542784163474,10.957412,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hatirnaz 2020",NA,"Requirement for blood transfusion",1,13,238,2,122,0,0,0,0,0,0,3.331933,0.764095,14.52932,0,3.24279,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kaymak 2004",2004,"Requirement for blood transfusion",1,4,40,5,80,0,0,0,0,0,0.700793201387621,1.6,0.454387,5.633964,0.491111111111111,4.209837,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kiyak 2019",2019,"Requirement for blood transfusion",1,0,64,0,75,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Senturk 2017",2017,"Requirement for blood transfusion",1,13,212,7,149,0,0,0,0,0,0.481505554411875,1.305256,0.533531,3.19324,0.231847598929487,7.021788,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Shi 2023",2023,"Requirement for blood transfusion",1,8,130,1,60,0,0,0,0,0,0,3.692308,0.472378,28.860622,0,1.791519,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Topcu 2015",2015,"Requirement for blood transfusion",1,7,76,5,60,0,0,0,0,0,0.612806425114937,1.105263,0.369168,3.309079,0.375531714662149,5.230372,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wang 2022a",2022,"Requirement for blood transfusion",1,1,49,5,96,0,0,0,0,0,1.10987492282795,0.391837,0.047067,3.262089,1.23182234432234,1.694571,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zhao 2019",2019,"Requirement for blood transfusion",1,20,2344,4,221,0,0,0,0,0,0.552302985262476,0.471416,0.162572,1.366984,0.305038587529843,5.470127,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ozcan 2016",2016,"Requirement for blood transfusion",1,2,82,3,224,0,0,0,0,0,0.922148697451317,1.821138,0.309822,10.704684,0.850358220211161,2.348145,"1::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Akbas 2016",2016,"Incidence of haemorrhage",2,16,63,10,63,0,0,0,0,0,0.361599181766176,1.6,0.787637,3.250228,0.130753968253968,16.529695,"2::overall","CD016119_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
