"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roth 2018a",2018,"Total failure: day 28 (polymerase chain reaction-adjusted)",1,NA,1,94,3,84,NA,NA,NA,NA,NA,NA,0.297872,0.031586,2.80911,NA,9.092762,"1::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Total failure: day 28 (polymerase chain reaction-adjusted)",1,NA,1,204,3,194,NA,NA,NA,NA,NA,NA,0.316993,0.033257,3.021478,NA,9.021344,"1::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Total failure: day 28 (polymerase chain reaction-adjusted)",1,NA,0,206,4,189,NA,NA,NA,NA,NA,NA,0.101986,0.005528,1.881707,NA,5.786185,"1::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Total failure: day 28 (polymerase chain reaction-adjusted)",1,NA,0,80,1,74,NA,NA,NA,NA,NA,NA,0.308642,0.012769,7.460234,NA,4.932702,"1::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Total failure: day 28 (polymerase chain reaction-adjusted)",1,NA,0,144,2,140,NA,NA,NA,NA,NA,NA,0.194483,0.00942,4.015209,NA,5.406872,"1::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Total failure: day 42 (polymerase chain reaction-adjusted)",2,NA,1,181,3,161,NA,NA,NA,NA,NA,NA,0.296501,0.031151,2.822108,NA,6.217832,"2::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Total failure: day 42 (polymerase chain reaction-adjusted)",2,NA,1,179,1,142,NA,NA,NA,NA,NA,NA,0.793296,0.050057,12.572148,NA,4.134844,"2::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Total failure: day 42 (polymerase chain reaction-adjusted)",2,NA,0,71,1,46,NA,NA,NA,NA,NA,NA,0.217593,0.009054,5.229437,NA,3.122731,"2::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Total failure: day 42 (polymerase chain reaction-adjusted)",2,NA,0,141,2,130,NA,NA,NA,NA,NA,NA,0.184507,0.008941,3.807595,NA,3.445012,"2::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falade 2023",2023,"Early treatment failure",5,NA,0,82,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Kayentao 2012",2012,"Early treatment failure",5,NA,2,341,0,172,NA,NA,NA,NA,NA,NA,2.52924,0.122098,52.392884,NA,100,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Roth 2018a",2018,"Early treatment failure",5,NA,0,95,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Early treatment failure",5,NA,0,206,0,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Early treatment failure",5,NA,0,206,0,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Early treatment failure",5,NA,0,82,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Early treatment failure",5,NA,0,145,0,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Tshefu 2010",2010,"Early treatment failure",5,NA,0,784,0,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Falade 2023",2023,"Serious adverse events",6,NA,0,85,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Kayentao 2012",2012,"Serious adverse events",6,NA,1,355,0,180,NA,NA,NA,NA,NA,NA,1.525281,0.062448,37.254815,NA,17.240253,"6::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Roth 2018a",2018,"Serious adverse events",6,NA,1,101,0,96,NA,NA,NA,NA,NA,NA,2.852941,0.117636,69.190611,NA,13.329535,"6::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roth 2018a",2018,"Adverse events leading to withdrawal",7,NA,1,101,1,96,NA,NA,NA,NA,NA,NA,0.950495,0.060297,14.98306,NA,7.877774,"7::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayentao 2012",2012,"First treatment, alanine aminotransferase increase greater than five times the upper limit of normal",8,NA,1,355,1,180,NA,NA,NA,NA,NA,NA,0.507042,0.0319,8.059398,NA,22.550216,"8::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Roth 2018a",2018,"First treatment, alanine aminotransferase increase greater than five times the upper limit of normal",8,NA,0,101,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagara 2018 (Bougoula, Mali)",2016,"First treatment, alanine aminotransferase increase greater than five times the upper limit of normal",8,NA,2,214,0,213,NA,NA,NA,NA,NA,NA,4.976744,0.240344,103.052146,NA,8.515836,"8::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"First treatment, alanine aminotransferase increase greater than five times the upper limit of normal",8,NA,1,86,0,87,NA,NA,NA,NA,NA,NA,3.034483,0.125328,73.471818,NA,8.447483,"8::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"First treatment, alanine aminotransferase increase greater than five times the upper limit of normal",8,NA,3,146,0,145,NA,NA,NA,NA,NA,NA,6.952381,0.362315,133.407551,NA,8.525029,"8::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayentao 2012",2012,"First treatment, aspartate aminotransferase increase greater than five times the upper limit of normal",9,NA,3,355,1,180,NA,NA,NA,NA,NA,NA,1.521127,0.159358,14.519695,NA,21.81674,"9::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Roth 2018a",2018,"First treatment, aspartate aminotransferase increase greater than five times the upper limit of normal",9,NA,0,101,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagara 2018 (Bougoula, Mali)",2016,"First treatment, aspartate aminotransferase increase greater than five times the upper limit of normal",9,NA,1,214,1,213,NA,NA,NA,NA,NA,NA,0.995327,0.062662,15.809718,NA,16.477874,"9::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"First treatment, aspartate aminotransferase increase greater than five times the upper limit of normal",9,NA,0,86,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"First treatment, aspartate aminotransferase increase greater than five times the upper limit of normal",9,NA,3,146,0,145,NA,NA,NA,NA,NA,NA,6.952381,0.362315,133.407551,NA,8.247741,"9::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayentao 2012",2012,"First treatment, bilirubin increase greater than 2.5 times the upper limit of normal",10,NA,1,355,2,180,NA,NA,NA,NA,NA,NA,0.253521,0.023143,2.777189,NA,25.858861,"10::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagara 2018 (Bougoula, Mali)",2016,"First treatment, bilirubin increase greater than 2.5 times the upper limit of normal",10,NA,0,214,1,213,NA,NA,NA,NA,NA,NA,0.331783,0.013592,8.098939,NA,14.647964,"10::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"First treatment, bilirubin increase greater than 2.5 times the upper limit of normal",10,NA,0,86,1,87,NA,NA,NA,NA,NA,NA,0.337165,0.013925,8.163535,NA,14.530391,"10::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"First treatment, bilirubin increase greater than 2.5 times the upper limit of normal",10,NA,1,146,1,145,NA,NA,NA,NA,NA,NA,0.993151,0.062716,15.727222,NA,9.776079,"10::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Subsequent treatment(s), alanine aminotransferase increase greater than five times the upper limit of normal",11,NA,1,139,0,145,NA,NA,NA,NA,NA,NA,3.128571,0.128526,76.155426,NA,26.348613,"11::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Subsequent treatment(s), alanine aminotransferase increase greater than five times the upper limit of normal",11,NA,2,166,1,169,NA,NA,NA,NA,NA,NA,2.036145,0.186407,22.241058,NA,46.970117,"11::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Subsequent treatment(s), alanine aminotransferase increase greater than five times the upper limit of normal",11,NA,1,41,0,42,NA,NA,NA,NA,NA,NA,3.071429,0.128723,73.286782,NA,26.681271,"11::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Subsequent treatment(s), alanine aminotransferase increase greater than five times the upper limit of normal",11,NA,0,77,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Subsequent treatment(s), aspartate aminotransferase increase greater than five times the upper limit of normal",12,NA,1,139,0,145,NA,NA,NA,NA,NA,NA,3.128571,0.128526,76.155426,NA,17.12753,"12::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Subsequent treatment(s), aspartate aminotransferase increase greater than five times the upper limit of normal",12,NA,3,166,1,169,NA,NA,NA,NA,NA,NA,3.054217,0.320943,29.065081,NA,34.383255,"12::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Subsequent treatment(s), aspartate aminotransferase increase greater than five times the upper limit of normal",12,NA,2,41,1,42,NA,NA,NA,NA,NA,NA,2.04878,0.193142,21.732711,NA,31.294775,"12::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Subsequent treatment(s), aspartate aminotransferase increase greater than five times the upper limit of normal",12,NA,0,77,1,86,NA,NA,NA,NA,NA,NA,0.371795,0.015369,8.994108,NA,17.19444,"12::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,"Subsequent treatment(s), bilirubin increase greater than 2.5 times the upper limit of normal",13,NA,1,139,3,145,NA,NA,NA,NA,NA,NA,0.347722,0.036606,3.302991,NA,40.046229,"13::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Bougoula, Mali)",2016,"Subsequent treatment(s), bilirubin increase greater than 2.5 times the upper limit of normal",13,NA,1,166,2,169,NA,NA,NA,NA,NA,NA,0.509036,0.046602,5.560264,NA,36.120022,"13::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"Sagara 2018 (Kolle, Mali)",2016,"Subsequent treatment(s), bilirubin increase greater than 2.5 times the upper limit of normal",13,NA,0,41,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE
"Sagara 2018 (Sotuba, Mali)",2016,"Subsequent treatment(s), bilirubin increase greater than 2.5 times the upper limit of normal",13,NA,2,77,0,86,NA,NA,NA,NA,NA,NA,5.576923,0.271904,114.38618,NA,23.833749,"13::overall","CD006404_pub5_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE
"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","CD006404_pub5_data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
