"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Dandapat 1992",1992,"Intraperitoneal abscess",1,NA,5,40,10,46,0,0,0,0,0,0.503250305082091,0.575,0.214437,1.541826,0.253260869565217,18.152731,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Haller 1973",1973,"Intraperitoneal abscess",1,NA,3,24,3,19,0,0,0,0,0,0.756550342708687,0.791667,0.179707,3.48754,0.572368421052632,12.20572,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Human 2022",2022,"Intraperitoneal abscess",1,NA,3,17,5,17,0,0,0,0,0,0.644737368631448,0.6,0.16957,2.123013,0.415686274509804,14.545454,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jani 2011",2011,"Intraperitoneal abscess",1,NA,3,45,0,45,0,0,0,0,0,1.49740977185429,7,0.371964,131.733293,2.24223602484472,4.496723,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Stone 1978",1978,"Intraperitoneal abscess",1,NA,22,49,6,45,0,0,0,0,0,0.411692636117873,3.367347,1.502638,7.546078,0.169490826633684,20.81508,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tander 2003",2003,"Intraperitoneal abscess",1,NA,3,70,5,70,0,0,0,0,0,0.71046597720222,0.6,0.149074,2.41491,0.504761904761905,13.116078,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tran 2023",2023,"Intraperitoneal abscess",1,NA,6,91,6,93,0,0,0,0,0,0.558203936005721,1.021978,0.342214,3.052008,0.311591634172279,16.668214,"1::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dandapat 1992",1992,"Wound infection",2,NA,30,40,38,46,0,0,0,0,0,0.113622147366765,0.907895,0.726641,1.13436,0.0129099923722349,22.383582,"2::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Human 2022",2022,"Wound infection",2,NA,0,17,1,17,0,0,0,0,0,1.59861050777091,0.333333,0.014526,7.649243,2.55555555555556,3.861496,"2::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jani 2011",2011,"Wound infection",2,NA,15,45,3,45,0,0,0,0,0,0.596284793999944,5,1.553858,16.088981,0.355555555555556,13.595566,"2::overall","CD014855_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
