"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Madani 2019",2019,"Live birth rate per woman",1,1,37,120,31,113,0,0,0,0,0,0,1.179168,0.669218,2.077705,0,100,"1::1","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Madani 2019",2019,"Live birth rate per woman",1,2,37,120,38,121,0,0,0,0,0,0,0.973684,0.564348,1.679924,0,58.519116,"1::2","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mounce 2015",2015,"Live birth rate per woman",1,2,21,80,25,79,0,0,0,0,0,0,0.768814,0.386534,1.529164,0,41.480884,"1::2","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Aydin 2022",2022,"Live birth rate per woman",1,3,36,73,35,72,0,0,0,0,0,0,1.028571,0.536298,1.972709,0,36.420867,"1::3","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Madani 2019",2019,"Live birth rate per woman",1,3,37,120,35,117,0,0,0,0,0,0,1.044406,0.600277,1.817136,0,49.98576,"1::3","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Weissman 2011",2011,"Live birth rate per woman",1,3,5,30,8,30,0,0,0,0,0,0,0.55,0.156684,1.930633,0,13.593374,"1::3","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Madani 2019",2019,"Miscarriage rate per woman",2,1,0,120,4,113,0,0,0,0,0,0,0.100968,0.005374,1.896915,0,100,"2::1","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Madani 2019",2019,"Miscarriage rate per woman",2,2,0,120,5,121,0,0,0,0,0,0,0.087891,0.004806,1.607345,0,100,"2::2","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Aydin 2022",2022,"Miscarriage rate per woman",2,3,11,73,9,72,0,0,0,0,0,0,1.241935,0.481197,3.205347,0,39.531938,"2::3","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fatemi 2010",2010,"Miscarriage rate per woman",2,3,0,84,2,84,0,0,0,0,0,0,0.195266,0.009234,4.129218,0,12.765261,"2::3","CD003414_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
