"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Fliss 1990","1990","Resolution of ear discharge at 1 to 2 weeks ",1,1,21,21,1,12,0,0,0,0,0,0,8.469697,1.877604,38.206009,0,100,"1::1","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fliss 1990","1990","Resolution of ear discharge at 1 to 2 weeks ",1,2,10,10,1,12,0,0,0,0,0,0,8.272727,1.826315,37.473279,0,100,"1::2","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fliss 1990","1990","Resolution of ear discharge at 1 to 2 weeks ",1,3,11,11,1,12,0,0,0,0,0,0,8.305556,1.835209,37.588226,0,100,"1::3","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Onali 2018","2018","Resolution of ear discharge (1 to 2 weeks)",1,NA,49,50,48,50,0,0,0,0,0,0,1.020833,0.952715,1.093822,0,44.444444,"1::overall","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ramos 2003","2003 Aug-Sep","Resolution of ear discharge (1 to 2 weeks)",1,NA,44,50,42,50,0,0,0,0,0,0,1.047619,0.894094,1.227505,0,38.888889,"1::overall","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Renukananda 2014","2014 Jun","Resolution of ear discharge (1 to 2 weeks)",1,NA,20,50,18,50,0,0,0,0,0,0,1.111111,0.672694,1.83526,0,16.666667,"1::overall","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"De Miguel 1999","1999 Jan-Feb","Resolution of ear discharge (2 to 4 weeks)",2,NA,22,25,22,25,0,0,0,0,0,0,1,0.814882,1.227171,0,56.410256,"2::overall","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Esposito 1990","1990 May","Resolution of ear discharge (2 to 4 weeks)",2,NA,15,20,17,20,0,0,0,0,0,0,0.882353,0.645271,1.206541,0,43.589744,"2::overall","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"De Miguel 1999","1999 Jan-Feb","Subgroup analysis: CSOM diagnosis",3,1,22,25,22,25,0,0,0,0,0,0,1,0.814882,1.227171,0,34.375,"3::1","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ramos 2003","2003 Aug-Sep","Subgroup analysis: CSOM diagnosis",3,1,44,50,42,50,0,0,0,0,0,0,1.047619,0.894094,1.227505,0,65.625,"3::1","CD013052_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
