"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Nourbakhsh 2008",2008,"Mean pain (0 to 10, 0 is no pain)",1,0,11,0,12,2,1.8,4.1,3.1,0,0,-2.1,-4.151305,-0.048695,0,0,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nourbakhsh 2008",2008,"Mean disability (0 to 100, 0 is no disability)",2,0,11,0,12,15,11,40,29,0,0,-25,-42.648747,-7.351253,0,100,"2::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nourbakhsh 2008",2008,"Mean grip strength (lb/in2)",3,0,11,0,12,73.6,30.9,79.2,28,0,0,-5.6,-29.774727,18.574727,0,0,"3::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Bisset 2006",2006,"Mean pain (0 to 10, 0 is no pain)",1,0,64,0,57,4.68,1.67,6.13,2.53,0,0.39480761609684,-1.45,-2.223809,-0.676191,0.15587305372807,20.906717,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"McQueen 2021",2021,"Mean pain (0 to 10, 0 is no pain)",1,0,38,0,21,0.43,0.71,0.19,0.71,0,0,0.24,-0.138382,0.618382,0,26.913923,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Peterson 2011",2011,"Mean pain (0 to 10, 0 is no pain)",1,0,38,0,41,3.02,2.61,3,2.92,0,0,0.02,-1.199638,1.239638,0,14.565186,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Smidt 2002a",2002,"Mean pain (0 to 10, 0 is no pain)",1,0,64,0,58,9.4,1.7,9.4,1.6,0,0,0,-0.585679,0.585679,0,23.901483,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Soderberg 2012",2012,"Mean pain (0 to 10, 0 is no pain)",1,0,18,0,19,1.63,1.93,2.3,2.08,0,0.659275475083658,-0.67,-1.962156,0.622156,0.434644152046784,13.71269,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bisset 2006",2006,"Mean pain (0 to 10, 0 is no pain)",1,0,63,0,60,3.38,2.82,5.1,2.65,0,0,-1.72,-2.686702,-0.753298,0,9.078848,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Blanchette 2011",2011,"Mean pain (0 to 10, 0 is no pain)",1,0,15,0,12,1.6,1.2,2.1,1.8,0,0,-0.5,-1.685738,0.685738,0,7.075656,"1::overall","CD013042_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
