"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Feng 2019",2019,"Mortality before hospital discharge",1,4,40,6,40,0,0,0,0,0,0,0.666667,0.203461,2.184424,0,100,"1::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feng 2019",2019,"Duration of respiratory support, days",2,0,40,0,40,3.5,0.35,3.93,0.4,0,0,-0.43,-0.594713,-0.265287,0,100,"2::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Feng 2019",2019,"Chronic lung disease at 36 weeks",3,2,40,4,40,0,0,0,0,0,0,0.5,0.097007,2.57713,0,61.538462,"3::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Yang 2020",2020,"Chronic lung disease at 36 weeks",3,0,50,2,50,0,0,0,0,0,0,0.2,0.009844,4.063384,0,38.461538,"3::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feng 2019",2019,"Pulmonary air leak syndromes",4,1,40,5,40,0,0,0,0,0,0,0.2,0.024447,1.636221,0,62.5,"4::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Yang 2020",2020,"Pulmonary air leak syndromes",4,1,50,3,50,0,0,0,0,0,0,0.333333,0.03588,3.09675,0,37.5,"4::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feng 2019",2019,"Length of hospital stay, days",5,0,40,0,40,27.48,2.81,34.16,3.52,0,0,-6.68,-8.075795,-5.284205,0,100,"5::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Iranpour 2019",2019,"Mortality before hospital discharge",1,0,34,0,34,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Malakian 2020",2020,"Mortality before hospital discharge",1,3,63,4,61,0,0,0,0,0,0,0.72619,0.1695,3.111218,0,42.894454,"1::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Oktem 2021",2021,"Mortality before hospital discharge",1,0,17,1,20,0,0,0,0,0,0,0.388889,0.016865,8.967607,0,14.612396,"1::overall","CD012712_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
