"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Hatta 2011a",2011,"Clinically relevant response, as defined by study authors",1,NA,1,6,2,8,0,0,0,0,0,0,0.666667,0.077309,5.748908,0,4.515869,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hatta 2011b",2011,"Clinically relevant response, as defined by study authors",1,NA,0,9,1,11,0,0,0,0,0,0,0.4,0.018226,8.778778,0,2.326091,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Heres 2022",2022,"Clinically relevant response, as defined by study authors",1,NA,43,70,27,72,0,0,0,0,0,0,1.638095,1.152897,2.32749,0,34.330776,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kahn 2018",2018,"Clinically relevant response, as defined by study authors",1,NA,17,46,15,47,0,0,0,0,0,0,1.157971,0.659548,2.033054,0,26.765376,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kinon 1993",1993,"Clinically relevant response, as defined by study authors",1,NA,1,13,1,18,0,0,0,0,0,0,1.384615,0.095082,20.163136,0,3.037486,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kinon 2010",2010,"Clinically relevant response, as defined by study authors",1,NA,11,179,2,189,0,0,0,0,0,0,5.807263,1.305263,25.837164,0,8.423675,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Klimke 1993",1993,"Clinically relevant response, as defined by study authors",1,NA,5,12,9,13,0,0,0,0,0,0,0.601852,0.281114,1.288536,0,20.600728,"1::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hatta 2011a",2011,"Tolerability: leaving study early due to adverse effects",2,NA,0,6,0,8,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Hatta 2011b",2011,"Tolerability: leaving study early due to adverse effects",2,NA,0,9,0,11,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Heres 2022",2022,"Tolerability: leaving study early due to adverse effects",2,NA,2,70,1,72,0,0,0,0,0,0,2.057143,0.190808,22.178494,0,18.087929,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kahn 2018",2018,"Tolerability: leaving study early due to adverse effects",2,NA,1,46,6,47,0,0,0,0,0,0,0.17029,0.021325,1.359825,0,22.35016,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kinon 2010",2010,"Tolerability: leaving study early due to adverse effects",2,NA,9,186,10,192,0,0,0,0,0,0,0.929032,0.386244,2.234603,0,59.561911,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Klimke 1993",1993,"Tolerability: leaving study early due to adverse effects",2,NA,0,12,0,13,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011885_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
