"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Endler 2022",2022,"Successful abortion",1,NA,361,372,343,350,0,0,0,0,0,0,0.990235,0.967517,1.013486,0.000137335432716743,67.804833,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Successful abortion",1,NA,59,59,56,56,0,0,0,0,0,0,1,0.96688,1.034255,0,32.195167,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Endler 2022",2022,"Continued pregnancy",2,NA,6,372,3,350,0,0,0,0,0,0.703007027372181,1.88172,0.474255,7.466181,0.49421888053467,100,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Continued pregnancy",2,NA,0,59,0,56,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Endler 2022",2022,"Blood transfusion",3,NA,2,377,1,359,0,0,0,0,0,1.22242215864857,1.904509,0.173448,20.912039,1.49431593395503,100,"3::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Blood transfusion",3,NA,0,59,0,56,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Endler 2022",2022,"Hospitalisation",4,NA,3,372,2,359,0,0,0,0,0,0.909752310955219,1.447581,0.243311,8.612391,0.827649267288361,100,"4::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Hospitalisation",4,NA,0,59,0,56,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Endler 2022",2022,"Emergency visit",5,NA,6,373,5,359,0,0,0,0,0,0.610265578861676,1.15496,0.355627,3.750925,0.372424076743377,100,"5::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Emergency visit",5,NA,0,59,0,56,0,0,0,0,0,0,NA,NA,NA,0,NA,"5::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Endler 2022",2022,"Adherence",6,NA,358,378,340,354,0,0,0,0,0,0.0143918565191432,0.986088,0.955174,1.018003,0.000207125534067607,100,"6::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Endler 2022",2022,"Satisfaction",7,NA,340,341,371,376,0,0,0,0,0,0,1.010505,0.997384,1.023799,0,97.399994,"7::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Reynolds-Wright 2023",2023,"Satisfaction",7,NA,58,59,52,56,0,0,0,0,0,0,1.05867,0.97728,1.146839,0,2.600006,"7::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bracken 2014",2014,"Successful abortion",1,NA,332,469,347,464,0,0,0,0,0,0.031489892166131,0.946572,0.875057,1.023932,0.000991613308634559,1.855437,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Constant 2014",2014,"Successful abortion",1,NA,189,195,173,179,0,0,0,0,0,0,1.002846,0.966409,1.040656,0,8.360015,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ngoc 2014",2014,"Successful abortion",1,NA,672,709,626,662,0,0,0,0,0,0,1.002321,0.977436,1.027839,0.000246008170902388,18.117294,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Platais 2015",2015,"Successful abortion",1,NA,1162,1191,1171,1200,0,0,0,0,0,0,0.999813,0.987255,1.012531,0,71.667254,"1::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bracken 2014",2014,"Continuing pregnancy",2,NA,2,469,5,464,0,0,0,0,0,0.833725206968975,0.395736,0.077165,2.029491,0.69509772073546,10.184019,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Constant 2014",2014,"Continuing pregnancy",2,NA,1,195,1,179,0,0,0,0,0,0,0.917949,0.057845,14.567006,0,3.561656,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ngoc 2014",2014,"Continuing pregnancy",2,NA,18,709,18,662,0,0,0,0,0,0,0.933709,0.490041,1.779063,0,65.487974,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Platais 2015",2015,"Continuing pregnancy",2,NA,5,1191,7,1200,0,0,0,0,0,0,0.719683,0.229058,2.261187,0,20.766351,"2::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bracken 2014",2014,"Blood transfusion",3,NA,0,469,1,464,0,0,0,0,0,1.6314951964848,0.329787,0.013469,8.074668,2.66177657615297,100,"3::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bracken 2014",2014,"Hospitalisation",4,NA,2,469,0,464,0,0,0,0,0,1.54755930067506,4.946809,0.238136,102.760217,2.39493978910588,100,"4::overall","CD013764_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
