"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Kasemsuwan 1997","1997 Feb","Resolution of ear discharge",1,1,16,19,2,16,0,0,0,0,0,0,6.736842,1.816039,24.991232,0,100,"1::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ramos 2003","2003","Resolution of ear discharge",1,1,44,50,30,50,0,0,0,0,0,0,1.466667,1.144085,1.880202,0,100,"1::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Esposito 1990","1990 May","Resolution of ear discharge",1,2,15,20,8,20,0,0,0,0,0,0,1.875,1.035827,3.394027,0,34.782609,"1::2","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"de Miguel Martinez 1999","1999 Jan-Feb","Resolution of ear discharge",1,2,22,25,15,25,0,0,0,0,0,0,1.466667,1.032228,2.083949,0,65.217391,"1::2","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ramos 2003","2003","Subgroup analysis: CSOM diagnosis",2,1,44,50,30,50,0,0,0,0,0,0,1.466667,1.144085,1.880202,0,66.666667,"2::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"de Miguel Martinez 1999","1999 Jan-Feb","Subgroup analysis: CSOM diagnosis",2,1,22,25,15,25,0,0,0,0,0,0,1.466667,1.032228,2.083949,0,33.333333,"2::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Esposito 1990","1990 May","Subgroup analysis: CSOM diagnosis",2,2,15,20,8,20,0,0,0,0,0,0,1.875,1.035827,3.394027,0,100,"2::2","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Asmatullah 2014","","Resolution of ear discharge (1 to up to 2 weeks)",1,1,44,67,23,67,0,0,0,0,0,0,1.913043,1.316518,2.77986,0,14.57943,"1::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bhatti 2012","2012","Resolution of ear discharge (1 to up to 2 weeks)",1,1,45,50,25,50,0,0,0,0,0,0,1.8,1.343949,2.410805,0,14.859232,"1::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jamalullah 2016","2016","Resolution of ear discharge (1 to up to 2 weeks)",1,1,27,40,11,40,0,0,0,0,0,0,2.454545,1.420122,4.242449,0,13.813915,"1::1","CD013051_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
