"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Ekberg 2002",2002,"Self-reported joint pain at rest (dichotomous data)",1,1,30,8,30,0,0,0,0,0,0,0.125,0.016643,0.938829,0,0,"1::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rampello 2013",2013,"Self-reported joint pain at rest (continuous data)",2,0,25,0,25,6.4,13.8,23.6,20.59,0,0,-17.2,-26.916268,-7.483732,0,0,"2::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Ekberg 2004",2004,"Clinically assessed joint pain at rest",3,4,30,6,30,0,0,0,0,0,0,0.666667,0.209089,2.125624,0,0,"3::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekberg 2004",2004,"Clinically assessed joint pain at rest",3,0,30,1,12,0,0,0,0,0,0,0.139785,0.006084,3.211544,0,0,"3::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tecco 2010",2010,"Clinically assessed joint pain at rest",4,8,20,10,10,0,0,0,0,0,0,0.424036,0.248481,0.723624,0,0,"4::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tecco 2010",2010,"Clinically assessed joint pain at rest",4,5,20,9,10,0,0,0,0,0,0,0.277778,0.126484,0.61004,0,0,"4::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekberg 2002",2002,"Self-reported joint pain at mastication (dichotomous data)",5,15,30,8,30,0,0,0,0,0,0,1.875,0.937683,3.749268,0,0,"5::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekberg 2004",2004,"Muscle pain at rest (dichotomous data)",6,7,30,13,30,0,0,0,0,0,0,0.538462,0.250082,1.159385,0,0,"6::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gavish 2002",2002,"Muscle pain at rest (continuous data)",7,0,21,0,16,29.62,22.63,41.25,30.34,0,0,-11.63,-29.369433,6.109433,0,0,"7::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Yu 2016",2016,"Muscle pain at rest (continuous data)",8,0,42,0,42,20.5,8.7,21,11.7,0,0,-0.5,-4.909452,3.909452,0,0,"8::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Zhang 2013",2013,"Muscle pain at rest (continuous data)",9,0,18,0,18,12,10.2,30.3,16.4,0,0,-18.3,-27.222083,-9.377917,0,0,"9::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"De Felicio 2010",2010,"Muscle pain at rest (continuous data)",10,0,10,0,10,14.56,8.14,13.6,9.49,0,0,0.96,-6.789166,8.709166,0,0,"10::overall","CD012850_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
