"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"HKVIN 2006",2006,"Kidney failure or doubling of serum creatinine",1,1,54,4,55,0,0,0,0,0,0,0.25463,0.029398,2.205497,0,100,"1::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Woo 2008",2008,"Kidney failure or doubling of serum creatinine",1,28,101,16,106,0,0,0,0,0,0,1.836634,1.059153,3.184831,0,100,"1::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hashizume 1998",1998,"Kidney failure or doubling of serum creatinine",1,0,17,2,17,0,0,0,0,0,0,0.2,0.01031,3.879888,0,100,"1::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bannister 1995",1995,"Kidney failure or doubling of serum creatinine",1,2,16,0,16,0,0,0,0,0,0,5,0.258834,96.587112,0,27.232945,"1::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 1998a",1998,"Kidney failure or doubling of serum creatinine",1,2,12,2,16,0,0,0,0,0,0,1.333333,0.217896,8.158849,0,72.767055,"1::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"IgACE 2001",2001,"Complete remission of proteinuria",2,2,16,0,17,0,0,0,0,0,0,5.294118,0.273479,102.485653,0,100,"2::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CAST-IgA 2018",2018,"Complete remission of proteinuria",2,39,39,25,35,0,0,0,0,0,0,1.394118,1.127234,1.724188,0,100,"2::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"IgACE 2001",2001,"Partial remission of proteinuria",3,7,16,2,17,0,0,0,0,0,0,3.71875,0.902989,15.31481,0,100,"3::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"HKVIN 2006",2006,"Proteinuria",4,0,54,0,55,1.23,1.25,1.97,1.67,0,0,-0.74,-1.293121,-0.186879,0,33.840252,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"IgACE 2001",2001,"Proteinuria",4,0,32,0,34,0.94,0.98,1.8,1.34,0,0,-0.86,-1.424062,-0.295938,0,32.540233,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,4,1.2,0.5,1.7,0.7,0,0.441116008928868,-0.5,-1.268521,0.268521,0.194583333333333,17.529241,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,4,1.1,0.6,1.7,0.7,0,0.456435464587638,-0.6,-1.40215,0.20215,0.208333333333333,16.090274,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,8,1.4,0.5,1.7,0.7,0,0.525594901040716,-0.3,-0.8961,0.2961,0.27625,100,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Hashizume 1998",1998,"Proteinuria",4,0,17,0,17,0.7,0.6,1.1,1,0,0,-0.4,-0.954362,0.154362,0,100,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Horita 2007",2007,"Proteinuria",4,0,20,0,18,0.3,0.1,0.5,0.1,0,0,-0.2,-0.263678,-0.136322,0,100,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Chen 2006",2006,"Proteinuria",4,0,36,0,34,0.87,0.78,0.78,0.71,0,0,0.09,-0.259107,0.439107,0,100,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Chen 2007",2007,"Proteinuria",4,0,66,0,65,1.31,1.18,1.05,1.07,0,0,0.26,-0.125624,0.645624,0,46.982387,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Guan 2005",2005,"Proteinuria",4,0,32,0,30,0.46,0.22,0.98,0.12,0,0,-0.52,-0.607488,-0.432512,0,53.017613,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Horita 2004",2004,"Proteinuria",4,0,14,0,16,0.3,0.86,0.44,1,0,0,-0.14,-0.805605,0.525605,0,15.008033,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,8,1.2,0.5,1.1,0.6,0,0,0.1,-0.441213,0.641213,0,22.699738,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2007",2007,"Proteinuria",4,0,8,0,8,1.3,0.3,1.5,0.4,0,0,-0.2,-0.546476,0.146476,0,55.387361,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Perico 1998",1998,"Proteinuria",4,0,11,0,9,0.72,0.39,1.54,1.46,0,0,-0.82,-1.801298,0.161298,0,6.904868,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Praga 2003",2003,"Proteinuria",4,0,23,0,21,0.9,1,2,1.8,0,0,-1.1,-1.971609,-0.228391,0,16.938205,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Shi 2002",2002,"Proteinuria",4,0,44,0,39,0.59,0.11,1.78,1.35,0,0,-1.19,-1.614936,-0.765064,0,71.262885,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Woo 2000",2000,"Proteinuria",4,0,21,0,20,1.8,1.6,2.9,1.8,0,0,-1.1,-2.144322,-0.055678,0,11.79891,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Horita 2004",2004,"Proteinuria",4,0,6,0,16,0.23,0.6129,0.44,1,0,0,-0.21,-0.90325,0.48325,0,10.461686,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Horita 2004",2004,"Proteinuria",4,0,7,0,14,0.23,0.6129,0.3,0.86,0,0,-0.07,-0.709598,0.569598,0,12.106498,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2007",2007,"Proteinuria",4,0,4,0,8,0.8,0.2,1.5,0.4,0,0,-0.7,-1.039476,-0.360524,0,34.203171,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2007",2007,"Proteinuria",4,0,4,0,8,0.8,0.2,1.3,0.3,0,0,-0.5,-0.785711,-0.214289,0,43.228645,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"JLIGHT 2003",2003,"Proteinuria",4,0,11,0,13,1.1,1.1,1.8,1.7,0,0,-0.7,-1.829843,0.429843,0,4.357067,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kanno 2005",2005,"Proteinuria",4,0,26,0,23,0.79,0.36,1.33,0.62,0,0,-0.54,-0.828705,-0.251295,0,66.730093,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,4,1.1,0.6,1.4,0.5,0,0.390512483795333,-0.3,-0.942617,0.342617,0.1525,13.468714,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nakamura 2000",2000,"Proteinuria",4,0,8,0,4,1.2,0.5,1.4,0.5,0,0.353553390593274,-0.2,-0.800114,0.400114,0.125,15.444126,"4::overall","CD003962_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
