"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Batu 1976","1976","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,27,68,54,65,0,0,0,0,0,0,0.477941,0.349576,0.653442,0,12.249062,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chanarin 1971","1971","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,1,49,9,46,0,0,0,0,0,0,0.104308,0.013749,0.791375,0,3.486342,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chisholm 1966","1966","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,10,183,65,177,0,0,0,0,0,0,0.148802,0.079022,0.280201,0,10.294922,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cogswell 2003","2003","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,12,90,11,62,0,0,0,0,0,0,0.751515,0.35447,1.593294,0,9.475251,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"De Benaze 1989","1989","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,3,44,8,25,0,0,0,0,0,0,0.213068,0.062106,0.730972,0,6.475685,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Eskeland 1997","1997","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,0,24,7,21,0,0,0,0,0,0,0.058667,0.00355,0.969384,0,2.086252,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Holly 1955","1955","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,1,94,23,55,0,0,0,0,0,0,0.025439,0.003533,0.1832,0,3.621157,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Liu 2012","2012","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,157,5779,166,5765,0,0,0,0,0,0,0.943492,0.760871,1.169944,0,12.658169,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Makrides 2003","2003","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,14,200,30,193,0,0,0,0,0,0,0.450333,0.246465,0.822834,0,10.50091,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Milman 1991","1991","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,0,100,15,107,0,0,0,0,0,0,0.034494,0.002091,0.568977,0,2.088414,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Preziosi 1997","1997","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,41,99,69,98,0,0,0,0,0,0,0.588201,0.450304,0.768325,0,12.455688,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pritchard 1958","1958","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,6,74,23,49,0,0,0,0,0,0,0.172738,0.075869,0.39329,0,8.986006,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Puolakka 1980","1980","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,0,16,6,15,0,0,0,0,0,0,0.072398,0.004428,1.183741,0,2.099478,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Romslo 1983","1983","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",1,1,22,7,23,0,0,0,0,0,0,0.149351,0.019969,1.117011,0,3.522662,"1::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cogswell 2003","2003","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,12,90,11,62,0,0,0,0,0,0,0.751515,0.35447,1.593294,0,9.475251,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"De Benaze 1989","1989","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,3,44,8,25,0,0,0,0,0,0,0.213068,0.062106,0.730972,0,6.475685,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Eskeland 1997","1997","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,0,24,7,21,0,0,0,0,0,0,0.058667,0.00355,0.969384,0,2.086252,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Liu 2012","2012","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,157,5779,166,5765,0,0,0,0,0,0,0.943492,0.760871,1.169944,0,12.658169,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Milman 1991","1991","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,0,100,15,107,0,0,0,0,0,0,0.034494,0.002091,0.568977,0,2.088414,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Puolakka 1980","1980","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,0,16,6,15,0,0,0,0,0,0,0.072398,0.004428,1.183741,0,2.099478,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Romslo 1983","1983","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,1,22,7,23,0,0,0,0,0,0,0.149351,0.019969,1.117011,0,3.522662,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Batu 1976","1976","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,27,68,54,65,0,0,0,0,0,0,0.477941,0.349576,0.653442,0,12.249062,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chanarin 1971","1971","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,1,49,9,46,0,0,0,0,0,0,0.104308,0.013749,0.791375,0,3.486342,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chisholm 1966","1966","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",2,10,183,65,177,0,0,0,0,0,0,0.148802,0.079022,0.280201,0,10.294922,"2::overall","CD004736_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
