"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"DeWith 2019",2019,"Mortality",1,0,121,2,129,0,0,0,0,0,0,0.213115,0.010335,4.394575,0,1.259087,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Elliot 2023",2023,"Mortality",1,0,60,0,60,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Hegbom 2006",2006,"Mortality",1,0,15,0,15,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Luo 2019",2019,"Mortality",1,51,193,46,189,0,0,0,0,0,0,1.085718,0.769397,1.532085,0,97.22558,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Malmo 2016",2016,"Mortality",1,0,26,0,25,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Osbak 2011",2011,"Mortality",1,0,25,0,24,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Pippa 2007",2007,"Mortality",1,0,22,0,21,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Risom 2020",NA,"Mortality",1,1,105,1,105,0,0,0,0,0,0,1,0.063382,15.777376,0,1.515333,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Zeren 2016",2016,"Mortality",1,0,19,0,19,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Alves 2022",2022,"Serious adverse events",2,0,60,0,60,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011197_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
