"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Brick 1950",1950,"Recurrence of rheumatic fever",1,3,38,6,38,0,0,0,0,0,0,0.5,0.134784,1.854818,0,18.440421,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cope 1960",1960,"Recurrence of rheumatic fever",1,1,79,3,38,0,0,0,0,0,1.0421257038756,0.160338,0.017243,1.490893,1.08602598267821,6.373548,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Evans 1950",1950,"Recurrence of rheumatic fever",1,0,155,4,145,0,0,0,0,0,0,0.103989,0.005648,1.914656,0,3.734632,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feinstein 1966",1966,"Recurrence of rheumatic fever",1,1,82,2,79,0,0,0,0,0,0,0.481707,0.044561,5.207333,0,5.592435,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gale 1952",1952,"Recurrence of rheumatic fever",1,0,41,2,32,0,0,0,0,0,0,0.157143,0.007809,3.162421,0,3.516649,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Padmavati 1973",1973,"Recurrence of rheumatic fever",1,11,523,22,471,0,0,0,0,0,0,0.450287,0.220723,0.918609,0,62.342315,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Beaton 2022",2022,"Progression of rheumatic heart disease (latent RHD) ",2,3,409,33,409,0,0,0,0,0,0.598908487050653,0.090909,0.028105,0.294062,0.358691375861303,0,"2::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Padmavati 1973",1973,"Progression of rheumatic heart disease (late-stage RHD)",3,15,523,9,471,0,0,0,0,0,0,1.500956,0.663081,3.397579,0,0,"3::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Padmavati 1973",1973,"Cardiac complications",4,73,523,70,471,0,0,0,0,0,0,0.93917,0.693452,1.271955,0,0,"4::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Beaton 2022",2022,"All-cause mortality (latent RHD)",5,1,409,3,409,0,0,0,0,0,1.15255730684347,0.333333,0.034818,3.191226,1.32838834555827,0,"5::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Padmavati 1973",1973,"All-cause mortality (late-stage RHD)",6,41,523,30,471,0,0,0,0,0,0,1.230784,0.781541,1.938258,0,0,"6::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Beaton 2022",2022,"Adverse events: anaphylaxis",7,1,409,0,409,0,0,0,0,0,2.00012377367613,7.389056,0.146618,372.38489,0.249969059453216,0,"7::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Beaton 2022",2022,"Adverse events: sciatic nerve injury",8,1,409,0,409,0,0,0,0,0,2.00012377367613,7.389056,0.146618,372.38489,0.249969059453216,0,"8::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Beaton 2022",2022,"Adverse events: delayed hypersensitivity or allergic reaction",9,68,409,0,409,0,0,0,0,0,1.41762680214847,137,8.511733,2205.07377,2.00966575016971,100,"9::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Brick 1950",1950,"Adverse events: delayed hypersensitivity or allergic reaction",9,0,38,0,38,0,0,0,0,0,0,NA,NA,NA,0,NA,"9::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Beaton 2022",2022,"Adverse events: local reactions to injection",10,14,409,0,409,0,0,0,0,0,1.4366741896704,29,1.735731,484.522001,2.0640327272651,0,"10::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wood 1964",1964,"Recurrence of rheumatic fever (count, risk ratio)",1,2,146,30,143,0,0,0,0,0,0.716090349137491,0.065297,0.015899,0.268165,0.512785388127854,81.232625,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Markowitz 1957",1957,"Recurrence of rheumatic fever (count, risk ratio)",1,0,56,3,50,0,0,0,0,0,0,0.12782,0.006764,2.415415,0,18.767375,"1::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feinstein 1959",1959,"Recurrence of rheumatic fever (rate, rate ratio)",2,0,0,0,0,0,0,0,0,-2.364155,1.023533,0.094029,0.012648,0.699026,0,26.193544,"2::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feinstein 1968",1968,"Recurrence of rheumatic fever (rate, rate ratio)",2,0,0,0,0,0,0,0,0,-2.067642,0.60975,0.126484,0.038284,0.417883,1.047619802089,73.806456,"2::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wood 1964",1964,"Progression of rheumatic heart disease ",3,1,87,7,169,0,0,0,0,0,0,0.277504,0.034694,2.219647,0,0,"3::overall","CD015779_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
