"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Minja 2006",2006,"Resolution of ear discharge (2 to 4 weeks)",1,NA,35,87,18,87,0,0,0,0,0,0,1.944444,1.197639,3.156933,0,100,"1::overall","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (after 4 weeks)",2,NA,48,88,29,92,0,0,0,0,0,0,1.730408,1.211507,2.471559,0,100,"2::overall","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (2 to 4 weeks)",1,1,42,104,21,104,0,0,0,0,0,0,2,1.278078,3.129699,0,100,"1::1","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (2 to 4 weeks)",1,2,35,87,18,87,0,0,0,0,0,0,1.944444,1.197639,3.156933,0,100,"1::2","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (2 to 4 weeks)",1,3,30,75,15,75,0,0,0,0,0,0,2,1.176315,3.400451,0,100,"1::3","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (3 to 4 months)",2,1,57,105,34,110,0,0,0,0,0,0,1.756303,1.262704,2.442851,0,100,"2::1","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (3 to 4 months)",2,2,48,88,29,92,0,0,0,0,0,0,1.730408,1.211507,2.471559,0,100,"2::2","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Minja 2006",2006,"Resolution of ear discharge (3 to 4 months)",2,3,41,76,25,80,0,0,0,0,0,0,1.726316,1.173814,2.538875,0,100,"2::3","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Al-Abbasi 2006",2006,"Resolution of ear discharge (1 to 2 weeks)",1,NA,13,16,4,16,0,0,0,0,0,0,3.25,1.347065,7.841119,0,100,"1::overall","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Loock 2012",2012,"Resolution of ear discharge (2 to 4 weeks)",1,NA,32,49,11,44,0,0,0,0,0,0.281111463509605,2.612245,1.505675,4.532068,0.079023654916512,100,"1::overall","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Loock 2012",2012,"Ear pain, discomfort, irritation",2,NA,0,49,4,44,0,0,0,0,0,0,0.1,0.005536,1.806276,0,100,"2::overall","CD013055_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
