"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Aleyasin 2009",2009,"Live birth or ongoing pregnancy",1,19,56,14,56,0,0,0,0,0,0,1.357143,0.757919,2.430124,0,18.666667,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Basirat 2022",2022,"Live birth or ongoing pregnancy",1,14,100,8,100,0,0,0,0,0,0,1.75,0.768253,3.986315,0,10.666667,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mohammadbeigi 2022",2022,"Live birth or ongoing pregnancy",1,16,49,14,49,0,0,0,0,0,0,1.142857,0.628425,2.078405,0,18.666667,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ng 2019",2019,"Live birth or ongoing pregnancy",1,12,45,12,47,0,0,0,0,0,0,1.044444,0.524993,2.077863,0,15.652174,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Farzi 2005",2005,"Live birth or ongoing pregnancy",1,13,50,9,50,0,0,0,0,0,0,1.444444,0.679515,3.070453,0,12,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ohl 2002",2002,"Live birth or ongoing pregnancy",1,17,70,18,68,0,0,0,0,0,0,0.91746,0.517436,1.62674,0,24.347826,"1::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ohl 2002",2002,"Vasodilator side effects",2,0,70,1,68,0,0,0,0,0,0,0.323944,0.013426,7.816417,0,3.606298,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Shaker 1993",1993,"Vasodilator side effects",2,17,60,7,60,0,0,0,0,0,0,2.428571,1.08668,5.427504,0,16.592358,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Aboelroose 2020",2020,"Vasodilator side effects",2,17,40,9,40,0,0,0,0,0,0,1.888889,0.958124,3.72384,0,21.333032,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fahmy 2015",2015,"Vasodilator side effects",2,15,35,8,35,0,0,0,0,0,0,1.875,0.913696,3.847695,0,18.962695,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mohamed 2019",2019,"Vasodilator side effects",2,7,20,4,20,0,0,0,0,0,0,1.75,0.605898,5.054482,0,9.481348,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sarhan 2023",2023,"Vasodilator side effects",2,12,65,6,65,0,0,0,0,0,1.43167627964459,2,0.798877,5.007031,2.04969696969697,14.222022,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mahran 2016",2016,"Vasodilator side effects",2,33,60,5,30,0,0,0,0,0,0,3.3,1.43574,7.584938,0,15.802246,"2::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mahran 2016",2016,"Specific vasodilator side effects",3,23,60,3,30,0,0,0,0,0,0,3.833333,1.250163,11.754027,0,100,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mahran 2016",2016,"Specific vasodilator side effects",3,22,60,7,30,0,0,0,0,0,0,1.571429,0.758107,3.257308,0,100,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Aboelroose 2020",2020,"Specific vasodilator side effects",3,0,40,0,40,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Altyar 2023",2023,"Specific vasodilator side effects",3,2,50,2,50,0,0,0,0,0,0,1,0.146554,6.823446,0,20.689655,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fahmy 2015",2015,"Specific vasodilator side effects",3,4,35,4,35,0,0,0,0,0,0,1,0.27136,3.685135,0,41.37931,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mahran 2016",2016,"Specific vasodilator side effects",3,18,60,2,30,0,0,0,0,0,0,4.5,1.116831,18.131657,0,27.586207,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mohamed 2019",2019,"Specific vasodilator side effects",3,2,20,1,20,0,0,0,0,0,0,2,0.196732,20.332241,0,10.344828,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Aboelroose 2020",2020,"Specific vasodilator side effects",3,17,40,12,40,0,0,0,0,0,0,1.416667,0.781386,2.568443,0,54.135338,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Altyar 2023",2023,"Specific vasodilator side effects",3,3,50,1,50,0,0,0,0,0,0,3,0.322919,27.870748,0,4.511278,"3::overall","CD010001_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
