"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Byers 1995",1995,"Number of participants with incontinence-associated dermatitis",1,1,0,10,0,10,0,0,0,0,0,1.3832642240078,NA,NA,NA,1.91341991341991,NA,"1::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Cooper 2001",2001,"Number of participants with incontinence-associated dermatitis",1,1,5,33,14,32,0,0,0,0,0,0.459154125346284,0.34632,0.141099,0.850025,0.210822510822511,0,"1::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cooper 2008",2008,"Number of participants with incontinence-associated dermatitis",1,2,3,13,7,14,0,0,0,0,0,0.307417459662743,0.461538,0.150257,1.417693,0.0945054945054945,0,"1::2","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Behairy 2015",2015,"Number of participants with incontinence-associated dermatitis",1,3,0,6,3,6,0,0,0,0,0,0.392232270276368,0.142857,0.008936,2.28393,0.153846153846154,0,"1::3","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anthony 1987",1987,"Number of participants with incontinence-associated dermatitis",1,1,3,16,2,11,0,0,0,0,0,0.539476925859998,1.03125,0.204873,5.190912,0.291035353535353,0,"1::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chen 2016",2016,"Number of participants with incontinence-associated dermatitis",1,2,7,34,19,40,0,0,0,0,0,0.368869117398445,0.433437,0.207593,0.904979,0.136064425770308,0,"1::2","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Phungsiri 2016",2016,"Number of participants with incontinence-associated dermatitis",1,3,6,10,4,10,0,0,0,0,0,0,1.5,0.602391,3.735115,0,0,"1::3","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Song 2016",2016,"Number of participants with incontinence-associated dermatitis",1,4,5,28,12,28,0,0,0,0,0,0.437117179451264,0.416667,0.169026,1.027125,0.191071428571429,0,"1::4","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Xie 2014",2014,"Number of participants with incontinence-associated dermatitis",1,5,17,56,6,58,0,0,0,0,0,0.207257753715141,2.934524,1.247743,6.901604,0.0429557764750462,0,"1::5","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Xie 2014",2014,"Number of participants with incontinence-associated dermatitis",1,6,17,56,9,60,0,0,0,0,0,0.436997009777666,2.02381,0.983881,4.162906,0.190966386554622,0,"1::6","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Xie 2014",2014,"Number of participants with incontinence-associated dermatitis",1,7,6,58,9,60,0,0,0,0,0,0.368817833822965,0.689655,0.261988,1.815442,0.136026594545864,0,"1::7","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Brunner 2012",2012,"Number of participants with incontinence-associated dermatitis",1,1,9,33,7,31,0,0,0,0,0,0.300360921157561,1.207792,0.512378,2.847041,0.0902166829586184,0,"1::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Chen 2015",2015,"Number of participants with incontinence-associated dermatitis",1,2,7,32,26,31,0,0,0,0,0,0.528534841179854,0.260817,0.133099,0.511092,0.279349078341014,0,"1::2","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Coyer 2020",2020,"Number of participants with incontinence-associated dermatitis",1,3,2,15,3,16,0,0,0,0,0,0.669146030591537,0.711111,0.137295,3.683156,0.44775641025641,0,"1::3","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gaspar 2016",2016,"Number of participants with incontinence-associated dermatitis",1,3,0,90,15,90,0,0,0,0,0,1.41112260669814,0.032258,0.001959,0.531072,1.99126701113456,0,"1::3","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lewis-Byers 2002",2002,"Number of participants with incontinence-associated dermatitis",1,4,5,18,4,13,0,0,0,0,0,0.422649356597734,0.902778,0.299183,2.72411,0.178632478632479,0,"1::4","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Byers 1995",1995,"Number of participants with incontinence-associated dermatitis",1,5,0,10,0,10,0,0,0,0,0,1.3832642240078,NA,NA,NA,1.91341991341991,NA,"1::5","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Chen 2016",2016,"Number of participants with incontinence-associated dermatitis",1,6,8,40,8,34,0,0,0,0,0,0.437237316097603,0.85,0.35725,2.022394,0.191176470588235,0,"1::6","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Song 2016",2016,"Number of participants with incontinence-associated dermatitis",1,7,10,28,3,28,0,0,0,0,0,0.563436169819011,3.333333,1.0252,10.837996,0.317460317460317,0,"1::7","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Phungsiri 2016",2016,"Number of participants with incontinence-associated dermatitis",1,8,1,10,4,10,0,0,0,0,0,0,0.25,0.033552,1.862782,0,0,"1::8","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gaspar 2016",2016,"Number of participants with intervention-related pain",2,1,3,90,9,90,0,0,0,0,0,0.649786289653931,0.333333,0.093278,1.191181,0.422222222222222,0,"2::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lewis-Byers 2002",2002,"Number of participants with intervention-related pain",2,2,4,18,5,13,0,0,0,0,0,0,0.577778,0.191477,1.743431,0,0,"2::2","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gaspar 2016",2016,"Number of participants with intervention-related itch",3,1,1,90,25,90,0,0,0,0,0,1.0088497300281,0.04,0.005538,0.288931,1.01777777777778,0,"3::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gaspar 2016",2016,"Number of participants satisfied with skin care products or procedures for prevention of IAD?",4,1,86,90,71,90,0,0,0,0,0,0.0590778452279319,1.211268,1.07883,1.359964,0.0034901917967754,0,"4::1","CD011627_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
