"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Costarino 1992","1992;120 MISC3 - J Pediatr. 1992 Jan","Mortality (latest time reported up to hospital discharge)",1,3,8,3,9,0,0,0,0,0,0,1.125,0.310901,4.070832,0,47.42268,"1::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekblad 1987","1987","Mortality (latest time reported up to hospital discharge)",1,0,10,0,10,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Hartnoll 2000","2000","Mortality (latest time reported up to hospital discharge)",1,3,24,3,22,0,0,0,0,0,0,0.916667,0.206163,4.075803,0,52.57732,"1::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Costarino 1992","1992;120 MISC3 - J Pediatr. 1992 Jan","Hyponatraemia (< 130 mmol/L)",2,0,8,2,9,0,0,0,0,0,0,0.222222,0.01223,4.037673,0,12.818131,"2::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekblad 1987","1987","Hyponatraemia (< 130 mmol/L)",2,0,10,1,10,0,0,0,0,0,0,0.333333,0.015174,7.322544,0,8.11815,"2::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hartnoll 2000","2000","Hyponatraemia (< 130 mmol/L)",2,12,24,14,22,0,0,0,0,0,0,0.785714,0.471939,1.308108,0,79.063719,"2::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Costarino 1992","1992;120 MISC3 - J Pediatr. 1992 Jan","Hypernatraemia (? 150 mmol/L)",3,2,8,0,9,0,0,0,0,0,0,5.555556,0.305762,100.941826,0,3.27765,"3::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ekblad 1987","1987","Hypernatraemia (? 150 mmol/L)",3,1,10,0,10,0,0,0,0,0,0,3,0.136565,65.902893,0,3.459742,"3::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hartnoll 2000","2000","Hypernatraemia (? 150 mmol/L)",3,15,24,11,22,0,0,0,0,0,0,1.25,0.742973,2.103036,0,79.42364,"3::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Shaffer 1989","1989","Hypernatraemia (? 150 mmol/L)",3,5,10,2,10,0,0,0,0,0,0,2.5,0.625244,9.996095,0,13.838968,"3::overall","CD012642_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
