"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Gersony 1983",1983,"All-cause mortality during hospital stay",1,1,3,13,10,28,0,0,0,0,0,0,0.646154,0.212961,1.960521,0,25.31828,"1::1","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Krauss 1989",1989,"All-cause mortality during hospital stay",1,1,3,12,3,15,0,0,0,0,0,0,1.25,0.305542,5.11387,0,15.715104,"1::1","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Van Overmeire 2001",2001,"All-cause mortality during hospital stay",1,1,4,64,3,63,0,0,0,0,0,0,1.3125,0.306041,5.62885,0,14.713575,"1::1","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bagnoli 2013",2013,"All-cause mortality during hospital stay",1,2,0,67,0,67,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Ghanem 2010",2010,"All-cause mortality during hospital stay",1,2,4,33,6,33,0,0,0,0,0,0,0.666667,0.207009,2.146978,0,22.803619,"1::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sosenko 2012",2012,"All-cause mortality during hospital stay",1,2,4,54,6,51,0,0,0,0,0,0,0.62963,0.188529,2.102772,0,21.449421,"1::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Van Overmeire 2001",2001,"Surgical PDA ligation or transcatheter occlusion",2,1,3,64,4,63,0,0,0,0,0,0,0.738281,0.172148,3.166228,0,12.25439,"2::1","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bagnoli 2013",2013,"Surgical PDA ligation or transcatheter occlusion",2,2,17,67,9,67,0,0,0,0,0,0,1.888889,0.907028,3.933619,0,48.273966,"2::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ghanem 2010",2010,"Surgical PDA ligation or transcatheter occlusion",2,2,0,33,8,33,0,0,0,0,0,0,0.058824,0.003533,0.979278,0,3.284597,"2::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sosenko 2012",2012,"Surgical PDA ligation or transcatheter occlusion",2,2,8,54,10,51,0,0,0,0,0,0,0.755556,0.323818,1.762915,0,36.187047,"2::2","CD013278_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
