"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Lechner 2012",2012,"All-cause mortality within 30 days",1,0,19,0,20,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Momeni 2011",2011,"All-cause mortality within 30 days",1,1,20,1,20,0,0,0,0,0,0,1,0.067096,14.903915,0,40.587492,"1::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pellicer 2013",2013,"All-cause mortality within 30 days",1,1,11,2,9,0,0,0,0,0,0,0.409091,0.043859,3.815791,0,59.412508,"1::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Thorlacius 2020",2020,"All-cause mortality within 30 days",1,0,32,0,38,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Jothinath 2021",2021,"Low cardiac output syndrome",2,4,20,6,20,0,0,0,0,0,0,0.666667,0.221264,2.008661,0,59.469942,"2::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lechner 2012",2012,"Low cardiac output syndrome",2,0,19,0,20,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Pellicer 2013",2013,"Low cardiac output syndrome",2,3,11,3,9,0,0,0,0,0,0,0.818182,0.215094,3.112226,0,40.530058,"2::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jothinath 2021",2021,"Length of intensive care stay",3,0,20,0,20,1.5,0.5,2.1,1.2,0,0,-0.6,-1.16974,-0.03026,0,37.816988,"3::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lechner 2012",2012,"Length of intensive care stay",3,0,19,0,20,6.88,3.14,9.2,9.19,0,0,-2.32,-6.587923,1.947923,0,9.210597,"3::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Momeni 2011",2011,"Length of intensive care stay",3,0,20,0,20,7,4,5,4,0,0,2,-0.47918,4.47918,0,18.808282,"3::overall","CD013707_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
