"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Blakely 2021",2021,"Mortality or NDI at 18-24 months",1,1,108,154,97,141,0,0,0,0,0,0.0987828994636521,1.019414,0.876014,1.186287,0.009758061226446,100,"1::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Blakely 2021",2021,"NDI at 18-24 months among surivors",2,1,60,106,56,100,0,0,0,0,0,0,1.010782,0.794502,1.285937,0,100,"2::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Blakely 2021",2021,"Moderate to severe CP among surviving infants",3,1,31,109,17,101,0,0,0,0,0,0,1.689692,0.998611,2.859032,0,100,"3::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Blakely 2021",2021,"Mortality before discharge from hospital",4,1,44,162,38,148,0,0,0,0,0,0,1.05783,0.728882,1.535233,0,76.275856,"4::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rees 2008",2008,"Mortality before discharge from hospital",4,1,17,35,12,33,0,0,0,0,0,0,1.335714,0.758696,2.351577,0,23.724144,"4::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Blakely 2021",2021,"Mortality before 18 to 24 months",5,1,48,162,41,146,0,0,0,0,0,0,1.055104,0.742248,1.499827,0,100,"5::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Blakely 2021",2021,"Subsequent laparotomy during initial hospitalisation",6,1,81,162,35,145,0,0,0,0,0,0,2.071429,1.493566,2.872866,0,68.84389,"6::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Moss 2006",2006,"Subsequent laparotomy during initial hospitalisation",6,1,12,45,7,45,0,0,0,0,0,0,1.714286,0.743364,3.953345,0,13.046342,"6::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rees 2008",2008,"Subsequent laparotomy during initial hospitalisation",6,1,26,35,8,33,0,0,0,0,0,0,3.064286,1.625741,5.775734,0,15.348638,"6::1","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Moss 2006",2006,"Subsequent laparotomy during initial hospitalisation",6,2,6,10,2,17,0,0,0,0,0,0,5.1,1.261762,20.61403,0,2.761131,"6::2","CD006182_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
