"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Boye 2011",2011,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,1,0,21,0,26,159.4,22.6,165.3,29.3,0,0,-0.218647,-0.795541,0.358248,0,3.994793,"1::1","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Goren 2021",2021,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,1,0,55,0,61,48.6,9.1,41,13.7,0,0.190835298744877,0.642666,0.268636,1.016696,0.0364181112470464,4.803904,"1::1","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Keefer 2012",2012,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,1,0,16,0,12,171,18.1,146.1,27.5,0,0,1.071572,0.264181,1.878963,0,3.124398,"1::1","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Smith 2002",2002,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,1,0,25,0,25,68.7,11.6,65.2,10.6,0,0,0.310048,-0.247917,0.868014,0,4.071152,"1::1","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Boye 2011",2011,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,2,0,24,0,21,172.4,24.2,174,26.7,0,0,-0.061903,-0.647707,0.523901,0,3.958986,"1::2","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Keefer 2013",2013,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,2,0,25,0,25,189.7,25.2,188.8,18.8,0,0,0.039847,-0.514574,0.594268,0,4.085483,"1::2","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Smith 2002",2002,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,2,0,25,0,25,69.2,9.1,65.4,10.7,0,0,0.376582,-0.183088,0.936252,0,4.064262,"1::2","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Bennebroek Evertsz 2017",2017,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,3,0,49,0,47,168.1,28.6,153,28.4,0,0.207815817849656,0.525543,0.118244,0.932843,0.0431874141485215,4.676279,"1::3","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bernabeu 2021",2021,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,3,0,60,0,60,176.2,28,170.6,38.7,0,0.182894102630792,0.16474,-0.193726,0.523206,0.0334502527771226,4.862104,"1::3","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Berrill 2014",2014,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",1,3,0,27,0,32,167,30,156,37,0,0.263084291449271,0.319382,-0.196254,0.835018,0.0692133444073651,4.242711,"1::3","CD006913_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
