"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"BRUISE CONTROL 2013",2013,"Thromboembolic events (composite)",1,0,338,2,343,0,0,0,0,0,0,0.20295,0.00978,4.211672,0,26.8747,"1::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 2011",2011,"Thromboembolic events (composite)",1,1,50,0,50,0,0,0,0,0,0,3,0.125133,71.92321,0,24.488327,"1::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FinPAC 2013",2013,"Thromboembolic events (composite)",1,1,107,0,106,0,0,0,0,0,0,2.972222,0.122443,72.148968,0,24.297727,"1::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PACEBRIDGE 2014",2014,"Thromboembolic events (composite)",1,0,85,1,86,0,0,0,0,0,0,0.337209,0.013929,8.163314,0,24.339246,"1::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tolosana 2009",2009,"Thromboembolic events (composite)",1,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Device-pocket hematoma",2,54,338,12,343,0,0,0,0,0,0,4.566568,2.4882,8.380976,0,28.268553,"2::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 2011",2011,"Device-pocket hematoma",2,2,50,0,50,0,0,0,0,0,0,5,0.2461,101.584605,0,6.014886,"2::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FinPAC 2013",2013,"Device-pocket hematoma",2,49,107,41,106,0,0,0,0,0,0.173780997753093,1.183953,0.863044,1.624186,0.0301998351800603,31.916068,"2::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PACEBRIDGE 2014",2014,"Device-pocket hematoma",2,4,85,3,86,0,0,0,0,0,0,1.34902,0.311223,5.847436,0,16.080635,"2::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tolosana 2009",2009,"Device-pocket hematoma",2,4,51,4,50,0,0,0,0,0,0,0.980392,0.259323,3.706456,0,17.719858,"2::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRUISE CONTROL 2013",2013,"Transient ischemic attack",3,0,338,1,343,0,0,0,0,0,0,0.33825,0.013828,8.274019,0,49.684595,"3::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 2011",2011,"Transient ischemic attack",3,1,50,0,50,0,0,0,0,0,0,3,0.125133,71.92321,0,50.315405,"3::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FinPAC 2013",2013,"Transient ischemic attack",3,0,107,0,106,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tolosana 2009",2009,"Transient ischemic attack",3,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Ischemic stroke",4,0,338,1,343,0,0,0,0,0,0,0.33825,0.013828,8.274019,0,33.207749,"4::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 2011",2011,"Ischemic stroke",4,0,50,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"FinPAC 2013",2013,"Ischemic stroke",4,1,107,0,106,0,0,0,0,0,0,2.972222,0.122443,72.148968,0,33.367617,"4::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PACEBRIDGE 2014",2014,"Ischemic stroke",4,0,85,1,86,0,0,0,0,0,0,0.337209,0.013929,8.163314,0,33.424633,"4::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tolosana 2009",2009,"Ischemic stroke",4,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"4::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Deep vein thrombosis",5,0,338,0,343,0,0,0,0,0,0,NA,NA,NA,0,NA,"5::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tolosana 2009",2009,"Deep vein thrombosis",5,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"5::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Pulmonary embolism",6,0,338,0,343,0,0,0,0,0,0,NA,NA,NA,0,NA,"6::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tolosana 2009",2009,"Pulmonary embolism",6,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"6::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Peripheral embolism",7,0,338,0,343,0,0,0,0,0,0,NA,NA,NA,0,NA,"7::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tolosana 2009",2009,"Peripheral embolism",7,0,51,0,50,0,0,0,0,0,0,NA,NA,NA,0,NA,"7::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Valve thrombosis",8,0,338,0,343,0,0,0,0,0,0,NA,NA,NA,0,NA,"8::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Bleeding events (composite)",9,55,338,12,343,0,0,0,0,0,0,4.651134,2.536981,8.527085,0,27.977075,"9::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheng 2011",2011,"Bleeding events (composite)",9,3,50,0,50,0,0,0,0,0,0,7,0.370928,132.101121,0,6.477707,"9::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FinPAC 2013",2013,"Bleeding events (composite)",9,49,107,41,106,0,0,0,0,0,0.173780997753093,1.183953,0.863044,1.624186,0.0301998351800603,31.344548,"9::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PACEBRIDGE 2014",2014,"Bleeding events (composite)",9,4,85,3,86,0,0,0,0,0,0,1.34902,0.311223,5.847436,0,16.299302,"9::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tolosana 2009",2009,"Bleeding events (composite)",9,4,51,4,50,0,0,0,0,0,0,0.980392,0.259323,3.706456,0,17.901368,"9::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRUISE CONTROL 2013",2013,"Hemothorax",10,0,338,0,343,0,0,0,0,0,0,NA,NA,NA,0,NA,"10::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"FinPAC 2013",2013,"Hemothorax",10,0,107,0,106,0,0,0,0,0,0,NA,NA,NA,0,NA,"10::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"BRUISE CONTROL 2013",2013,"Cardiac tamponade",11,1,338,0,343,0,0,0,0,0,0,3.044248,0.124452,74.46617,0,100,"11::overall","CD013816_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
