"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Sandborn 2012",2012,"Failure to induce clinical remission (6 to 12 weeks)",1,1,110,131,40,44,0,0,0,0,0,0,0.923664,0.81946,1.041119,0,100,"1::1","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sandborn 2012",2012,"Failure to induce clinical remission (6 to 12 weeks)",1,2,111,132,39,44,0,0,0,0,0,0,0.948718,0.833712,1.079589,0,100,"1::2","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sandborn 2008",2008,"Failure to induce clinical remission (6 to 12 weeks)",1,3,20,26,24,27,0,0,0,0,0,0,0.865385,0.67449,1.110306,0,100,"1::3","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Allez 2023",2023,"Failure to induce clinical remission (6 to 12 weeks)",1,4,22,47,41,48,0,0,0,0,0,0,0.548002,0.395389,0.75952,0,9.748741,"1::4","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feagan 2016 UNITI-1",2015,"Failure to induce clinical remission (6 to 12 weeks)",1,4,197,249,115,124,0,0,0,0,0,0,0.853082,0.78702,0.924689,0.000822550342674182,36.895957,"1::4","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feagan 2016 UNITI-2",NA,"Failure to induce clinical remission (6 to 12 weeks)",1,4,125,209,84,105,0,0,0,0,0,0.0893790125440235,0.747608,0.64565,0.865666,0.0079886078833447,26.871156,"1::4","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sandborn 2012",2012,"Failure to induce clinical remission (6 to 12 weeks)",1,4,115,131,39,44,0,0,0,0,0,0.0630540823532181,0.990409,0.875272,1.120692,0.0039758173014064,14.030989,"1::4","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Sandborn 2022",2022,"Failure to induce clinical remission (6 to 12 weeks)",1,4,34,63,51,61,0,0,0,0,0,0,0.645503,0.500868,0.831902,0,12.453157,"1::4","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feagan 2016 UNITI-1",2015,"Failure to induce clinical remission (6 to 12 weeks)",1,5,206,245,114,123,0,0,0,0,0,1.41301240888915,0.907197,0.842727,0.976598,1.99660406767471,57.503543,"1::5","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feagan 2016 UNITI-2",NA,"Failure to induce clinical remission (6 to 12 weeks)",1,5,145,209,84,104,0,0,0,0,0,0,0.858966,0.754233,0.978241,0,42.496457,"1::5","CD007572_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
