"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Hanauer 2002 (ACCENT I)",NA,"Clinical relapse",1,131,225,87,110,0,0,0,0,0,0,0.736143,0.63578,0.852349,0,90.821849,"1::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rutgeerts 1999",NA,"Clinical relapse",1,15,37,23,36,0,0,0,0,0,0,0.634548,0.400151,1.006248,0,9.178151,"1::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rutgeerts 1999",NA,"Loss of clinical response",2,14,37,23,36,0,0,0,0,0,0,0.592244,0.366288,0.957589,0,100,"2::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sands 2004 (ACCENT II)",2004,"Loss of clinical response in patients with exclusively fistulating disease",3,54,96,76,99,0,0,0,0,0,0,0.73273,0.5957,0.901282,0,100,"3::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rutgeerts 1999",NA,"Withdrawal due to adverse events ",4,10,37,12,36,0,0,0,0,0,0,0.810811,0.401565,1.637128,0,67.433969,"4::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sands 2004 (ACCENT II)",2004,"Withdrawal due to adverse events ",4,5,138,12,144,0,0,0,0,0,0,0.434783,0.157282,1.201895,0,32.566031,"4::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sands 2004 (ACCENT II)",2004,"Serious adverse events ",5,19,138,33,144,0,0,0,0,0,0,0.600791,0.359374,1.004384,0,100,"5::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rutgeerts 1999",NA,"Total adverse events ",6,35,37,35,36,0,0,0,0,0,0,0.972973,0.884998,1.069693,0,39.319754,"6::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sands 2004 (ACCENT II)",2004,"Total adverse events ",6,123,138,132,144,0,0,0,0,0,0,0.972332,0.900913,1.049412,0,60.680246,"6::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Buhl 2022 (STOP IT)",NA,"Clinical relapse",1,7,59,33,56,0,0,0,0,0,0,0.201335,0.09712,0.417381,0,100,"1::overall","CD012609_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
