"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Anand 1999",1999,"PIPP during endotracheal suctioning",1,NA,0,24,0,21,7.9,2.3,12.7,3.8,0,0,-4.8,-6.667667,-2.932333,0,0.826352,"1::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Anand 2008",2008,"PIPP during endotracheal suctioning",1,NA,0,449,0,449,8,2.69,8.77,3.18,0,0,-0.77,-1.155262,-0.384738,0,19.420145,"1::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Cignacco 2008",2008,"PIPP during endotracheal suctioning",1,NA,0,16,0,14,6.8,1.5,6.6,2.1,0,0,0.2,-1.122976,1.522976,0,1.646875,"1::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Simons 2013",2013,"PIPP during endotracheal suctioning",1,NA,0,73,0,77,10.1,0.6,10,0.6,0,0,0.1,-0.092105,0.292105,0,78.106628,"1::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Cignacco 2008",2008,"Pulmonary outcome: chronic lung disease",2,NA,3,16,2,14,0,0,0,0,0,0,1.3125,0.254821,6.76025,0,11.14136,"2::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Simons 2013",2013,"Pulmonary outcome: chronic lung disease",2,NA,17,73,18,77,0,0,0,0,0,0,0.996195,0.557542,1.779964,0,88.85864,"2::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 2008",2008,"Haemodynamic outcome: arterial hypotension",3,NA,26,449,13,449,0,0,0,0,0,0,2,1.041183,3.841783,0,64.254673,"3::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cignacco 2008",2008,"Haemodynamic outcome: arterial hypotension",3,NA,6,16,6,14,0,0,0,0,0,0,0.875,0.364675,2.099472,0,35.745327,"3::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 1999",1999,"Neurological outcome: periventricular leukomalacia",4,NA,1,24,1,21,0,0,0,0,0,0,0.875,0.058265,13.140501,0,2.916584,"4::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Anand 2008",2008,"Neurological outcome: periventricular leukomalacia",4,NA,27,367,34,367,0,0,0,0,0,0,0.794118,0.48939,1.28859,0,91.357869,"4::overall","CD013355_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
