"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Carrieri 2014",2014,"Treatment retention",1,NA,129,155,33,66,0,0,0,0,0,0,1.664516,1.29452,2.140263,0,14.703553,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fiellin 2001",2001,"Treatment retention",1,NA,18,22,19,24,0,0,0,0,0,0,1.033493,0.777612,1.373573,0,13.286264,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"King 2006",2006,"Treatment retention",1,NA,29,32,26,33,0,0,0,0,0,0,1.15024,0.933125,1.417873,0,16.651735,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lucas 2010",2010,"Treatment retention",1,NA,25,46,30,47,0,0,0,0,0,0,0.851449,0.605268,1.197759,0,11.134302,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Machavariani 2024",2024,"Treatment retention",1,NA,669,950,356,509,0,0,0,0,0,0.0359613979755986,1.006863,0.938512,1.080192,0.0012932221443593,22.642057,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"O'Connor 1998",1998,"Treatment retention",1,NA,18,23,12,23,0,0,0,0,0,0,1.5,0.959652,2.3446,0,8.077648,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tuchman 2006",2006,"Treatment retention",1,NA,13,13,8,9,0,0,0,0,0,0,1.134454,0.858087,1.49983,0,13.504441,"1::overall","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lucas 2010",2010,"Treatment retention, subgroup analysis: buprenorphine versus methadone",2,1,25,46,30,47,0,0,0,0,0,0,0.851449,0.605268,1.197759,0,11.134302,"2::1","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"O'Connor 1998",1998,"Treatment retention, subgroup analysis: buprenorphine versus methadone",2,1,18,23,12,23,0,0,0,0,0,0,1.5,0.959652,2.3446,0,8.077648,"2::1","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Carrieri 2014",2014,"Treatment retention, subgroup analysis: buprenorphine versus methadone",2,2,129,155,33,66,0,0,0,0,0,0,1.664516,1.29452,2.140263,0,14.703553,"2::2","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fiellin 2001",2001,"Treatment retention, subgroup analysis: buprenorphine versus methadone",2,2,18,22,19,24,0,0,0,0,0,0,1.033493,0.777612,1.373573,0,13.286264,"2::2","CD013672_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
