"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Genovese 2007",2007,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,13,51,1,51,0,0,0,0,0,0,13,1.765395,95.729258,0,2.487461,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2021",2021,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,161,429,56,423,0,0,0,0,0,0,2.83479,2.157963,3.723898,0,13.211729,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2023",2023,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,64,140,28,281,0,0,0,0,0,0,4.587755,3.090354,6.810707,0,12.120547,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2005",2005,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,54,153,6,162,0,0,0,0,0,0,9.529412,4.222403,21.506635,0,8.015881,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2017a",2017,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,30,101,5,106,0,0,0,0,0,0,6.29703,2.54314,15.591978,0,7.243327,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2017b",2017,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,35,106,10,105,0,0,0,0,0,0,3.466981,1.811908,6.633869,0,9.559505,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2018",2018,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,1,27,72,3,24,0,0,0,0,0,0,3,0.998909,9.009828,0,5.869756,"1::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2014",2014,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,2,94,273,15,136,0,0,0,0,0,0,3.121856,1.884764,5.170931,0,11.022379,"1::2","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2000",2000,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,3,15,30,1,30,0,0,0,0,0,0,15,2.112952,106.486071,0,2.564543,"1::3","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2004",2004,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,3,39,101,5,104,0,0,0,0,0,0,8.031683,3.298777,19.555106,0,7.37817,"1::3","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2009",2009,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,4,87,292,1,113,0,0,0,0,0,0,33.667808,4.746192,238.827521,0,2.566188,"1::4","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2017",2017,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,4,105,241,15,239,0,0,0,0,0,0,6.941909,4.166258,11.566756,0,10.96167,"1::4","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Antoni 2005a",2005,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,5,24,52,0,52,0,0,0,0,0,0,49,3.05836,785.061256,0,1.405736,"1::5","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Antoni 2005b",2005,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 12 weeks",1,5,36,100,3,100,0,0,0,0,0,0,12,3.819789,37.698417,0,5.593107,"1::5","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2021",2021,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,1,190,429,80,423,0,0,0,0,0,0,2.341783,1.87172,2.929897,0,15.666958,"2::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2005",2005,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,1,59,153,10,162,0,0,0,0,0,0,6.247059,3.317831,11.762425,0,12.550905,"2::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2017a",2017,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,1,39,101,16,106,0,0,0,0,0,0,2.558168,1.529858,4.277668,0,13.602373,"2::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2014",2014,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,2,115,273,17,136,0,0,0,0,0,0,3.369963,2.114906,5.369814,0,14.009881,"2::2","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2004",2004,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,3,41,101,7,104,0,0,0,0,0,0,6.031117,2.839434,12.810434,0,11.463319,"2::3","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2009",2009,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,4,102,292,4,113,0,0,0,0,0,0,9.868151,3.721714,26.165474,0,9.561959,"2::4","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2017",2017,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,4,129,241,15,239,0,0,0,0,0,0,8.528631,5.153007,14.115554,0,13.690444,"2::4","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Antoni 2005b",2005,"Clinical improvement as measured by the ACR50 response criteria or by the EULAR good response criteria at 24 weeks",2,5,41,100,4,100,0,0,0,0,0,0,10.25,3.81419,27.545164,0,9.454161,"2::5","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2021",2021,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,1,107,429,27,423,0,0,0,0,0,0,3.907537,2.618836,5.830393,0,27.452264,"3::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2023",2023,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,1,63,140,37,281,0,0,0,0,0,0,3.417568,2.404242,4.857985,0,30.175527,"3::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2017b",2017,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,1,27,106,7,105,0,0,0,0,0,0,3.820755,1.740499,8.387348,0,12.863582,"3::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2018",2018,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,1,29,72,4,24,0,0,0,0,0,0,2.416667,0.946124,6.172847,0,9.872324,"3::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2009",2009,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,2,67,292,1,113,0,0,0,0,0,0,25.928082,3.64285,184.543828,0,2.707541,"3::2","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2017",2017,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",3,2,65,241,10,239,0,0,0,0,0,0,6.446058,3.39463,12.240412,0,16.928761,"3::2","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McInnes 2021",2021,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 24 weeks",4,1,143,429,52,423,0,0,0,0,0,0,2.711538,2.033864,3.615012,0,25.835202,"4::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2017a",2017,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 24 weeks",4,1,32,101,16,106,0,0,0,0,0,0,2.09901,1.229743,3.582736,0,20.591654,"4::1","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mease 2014",2014,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 24 weeks",4,2,92,273,8,136,0,0,0,0,0,0,5.728938,2.866191,11.45099,0,17.252189,"4::2","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kavanaugh 2009",2009,"Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 24 weeks",4,3,80,292,8,113,0,0,0,0,0,0,3.869863,1.934099,7.743057,0,17.23157,"4::3","CD013614_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
