"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Schmidt 2006",2006,"Death or major neurodevelopmental disability",1,2,377,937,431,932,0,0,0,0,0,0,-0.060098,-0.104937,-0.01526,0,100,"1::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2014",2014,"Death at hospital discharge",2,1,3,26,1,26,0,0,0,0,0,0,3,0.333436,26.991721,0,1.499926,"2::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hegyi 1986",1986,"Death at hospital discharge",2,1,7,14,3,11,0,0,0,0,0,0,1.833333,0.611472,5.496755,0,5.039751,"2::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2016",2016,"Death at hospital discharge",2,2,1,26,0,26,0,0,0,0,0,0,3,0.127808,70.418367,0,0.749963,"2::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Erenberg 2000",2000,"Death at hospital discharge",2,2,2,45,1,37,0,0,0,0,0,0,1.644444,0.155157,17.428777,0,1.64626,"2::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 2006",2006,"Death at hospital discharge",2,2,52,1006,55,1000,0,0,0,0,0,0,0.939816,0.649902,1.359056,0,82.742672,"2::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gupta 1981",1981,"Death at hospital discharge",2,3,1,15,3,14,0,0,0,0,0,0,0.311111,0.036503,2.651601,0,4.654942,"2::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sims 1985",1985,"Death at hospital discharge",2,3,0,21,2,22,0,0,0,0,0,0,0.209091,0.010625,4.114796,0,3.666486,"2::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 2006",2006,"Major neurodevelopmental disability",3,2,315,937,368,932,0,0,0,0,0,0,0.851411,0.755095,0.960012,0,100,"3::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 2006",2006,"Cerebral palsy or gross motor disability",4,2,40,909,66,901,0,0,0,0,0,0,0.600727,0.410086,0.879993,0,100,"4::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 2006",2006,"Cognitive delay",5,2,293,867,329,858,0,0,0,0,0,0,0.881333,0.776987,0.999692,0,100,"5::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2014",2014,"Any apneic episodes",6,1,2,26,16,26,0,0,0,0,0,0,0.125,0.031898,0.489842,0,34.941595,"6::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barrington 1993",1993,"Any apneic episodes",6,1,2,10,5,10,0,0,0,0,0,0,0.4,0.100039,1.599375,0,10.919248,"6::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2016",2016,"Any apneic episodes",6,2,4,26,16,26,0,0,0,0,0,0,0.25,0.09656,0.647264,0,34.941595,"6::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sims 1985",1985,"Any apneic episodes",6,3,6,21,9,22,0,0,0,0,0,0,0.698413,0.300808,1.621567,0,19.197562,"6::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Erenberg 2000",2000,"Failed apnea reduction",7,2,14,45,21,37,0,0,0,0,0,0,0.548148,0.3266,0.919984,0,45.000636,"7::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gupta 1981",1981,"Failed apnea reduction",7,3,4,15,11,14,0,0,0,0,0,0,0.339394,0.1404,0.82043,0,22.217063,"7::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Peliowski 1990",1990,"Failed apnea reduction",7,3,2,10,8,10,0,0,0,0,0,0,0.25,0.069667,0.89713,0,15.619268,"7::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sims 1985",1985,"Failed apnea reduction",7,3,6,21,9,22,0,0,0,0,0,0,0.698413,0.300808,1.621567,0,17.163033,"7::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2014",2014,"Positive-pressure ventilation after institution of treatment",8,1,1,26,0,26,0,0,0,0,0,0,3,0.127808,70.418367,0,1.753527,"8::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hegyi 1986",1986,"Positive-pressure ventilation after institution of treatment",8,1,10,14,10,11,0,0,0,0,0,0,0.785714,0.537123,1.149359,0,39.279015,"8::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bucher 1988",1988,"Positive-pressure ventilation after institution of treatment",8,2,1,25,1,25,0,0,0,0,0,0,1,0.066152,15.116786,0,3.507055,"8::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Erenberg 2000",2000,"Positive-pressure ventilation after institution of treatment",8,2,0,45,0,37,0,0,0,0,0,0,NA,NA,NA,0,NA,"8::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Levitt 1988",1988,"Positive-pressure ventilation after institution of treatment",8,2,2,27,4,27,0,0,0,0,0,0,0.5,0.099806,2.504857,0,14.02822,"8::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Murat 1981",1981,"Positive-pressure ventilation after institution of treatment",8,2,0,9,2,9,0,0,0,0,0,0,0.2,0.010927,3.660715,0,8.767637,"8::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gupta 1981",1981,"Positive-pressure ventilation after institution of treatment",8,3,0,15,0,14,0,0,0,0,0,0,NA,NA,NA,0,NA,"8::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Peliowski 1990",1990,"Positive-pressure ventilation after institution of treatment",8,3,0,10,1,10,0,0,0,0,0,0,0.333333,0.015174,7.322544,0,5.260582,"8::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sims 1985",1985,"Positive-pressure ventilation after institution of treatment",8,3,3,21,8,22,0,0,0,0,0,0,0.392857,0.12017,1.284319,0,27.403964,"8::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barrington 1993",1993,"Duration of positive-pressure ventilation after institution of treatment (hours)",9,1,0,10,0,10,27,9.4,37.1,16.5,0,0,-10.1,-21.869743,1.669743,0,100,"9::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Armanian 2016",2016,"Duration of oxygen therapy (days)",10,2,0,26,0,26,14.42,19.08,22.69,23.14,0,0,-8.27,-19.798252,3.258252,0,100,"10::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Armanian 2014",2014,"Patent ductus arteriosus (PDA) requiring any treatment",11,1,6,26,8,26,0,0,0,0,0,0,0.75,0.30242,1.859995,0,1.515104,"11::1","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Armanian 2016",2016,"Patent ductus arteriosus (PDA) requiring any treatment",11,2,7,26,8,26,0,0,0,0,0,0,0.875,0.371593,2.060388,0,1.515104,"11::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 2006",2006,"Patent ductus arteriosus (PDA) requiring any treatment",11,2,338,1006,507,1000,0,0,0,0,0,0,0.662691,0.595911,0.736954,0,96.306933,"11::2","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Durand 1987",1987,"Patent ductus arteriosus (PDA) requiring any treatment",11,3,3,14,4,18,0,0,0,0,0,0,0.964286,0.25656,3.624292,0,0.662858,"11::3","CD013830_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
