"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Barrowclough 1999",1999,"Relapse (? 1 month postintervention)",1,9,38,18,39,0,0,0,0,0,0.33868842842937,0.513158,0.264216,0.996651,0.114709851551957,29.528579,"1::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kulhara 2009",2009,"Relapse (? 1 month postintervention)",1,20,38,24,38,0,0,0,0,0,0.197572993395601,0.833333,0.565776,1.22742,0.0390350877192982,39.889484,"1::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Leff 2001",2001,"Relapse (? 1 month postintervention)",1,4,16,6,14,0,0,0,0,0,0.531731224622078,0.583333,0.205734,1.653968,0.282738095238095,10.637196,"1::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Merinder 1999",1999,"Relapse (? 1 month postintervention)",1,7,23,12,23,0,0,0,0,0,0.373140663090135,0.583333,0.280737,1.21209,0.139233954451346,19.944742,"1::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barrowclough 1999",1999,"Relapse (? 1 month postintervention, completer)",2,9,38,18,39,0,0,0,0,0,0.33868842842937,0.513158,0.264216,0.996651,0.114709851551957,41.719622,"2::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kulhara 2009",2009,"Relapse (? 1 month postintervention, completer)",2,5,23,6,20,0,0,0,0,0,0.544860180526543,0.724638,0.260148,2.018469,0.296872616323417,15.072511,"2::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Leff 2001",2001,"Relapse (? 1 month postintervention, completer)",2,4,16,6,14,0,0,0,0,0,0.531731224622078,0.583333,0.205734,1.653968,0.282738095238095,15.028823,"2::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Merinder 1999",1999,"Relapse (? 1 month postintervention, completer)",2,7,23,12,23,0,0,0,0,0,0.373140663090135,0.583333,0.280737,1.21209,0.139233954451346,28.179043,"2::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barrowclough 1999",1999,"Relapse (> 6 months postintervention)",3,30,38,38,39,0,0,0,0,0,0.0877058019307029,0.810249,0.682281,0.962219,0.0076923076923076,42.316882,"3::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Buchkremer 1995",1995,"Relapse (> 6 months postintervention)",3,38,67,14,32,0,0,0,0,0,0.224857562140565,1.296375,0.830679,2.023152,0.0505609232517982,21.379859,"3::overall","CD013541_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
