"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"De Groot 1996",1996,"Death",1,NA,0,78,0,143,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Stanton 2013",2013,"Death",1,NA,0,682,0,887,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Abdel-Aleem 2010",2010,"PPH >= 1000 mL",2,NA,4,1291,4,659,0,0,0,0,0,1.48994398448365,0.510457,0.128071,2.03455,2.21993307689902,1.774701,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Benchimol 2001",2001,"PPH >= 1000 mL",2,NA,12,196,13,220,0,0,0,0,0,0,1.036107,0.484247,2.216879,0,5.864743,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"De Groot 1996",1996,"PPH >= 1000 mL",2,NA,7,78,16,143,0,0,0,0,0,0,0.802083,0.344799,1.865832,0,4.760512,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jangsten 2011",2011,"PPH >= 1000 mL",2,NA,82,810,138,821,0,0,0,0,0,0,0.602272,0.466494,0.777571,0,51.991735,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jans 2017",2016,"PPH >= 1000 mL",2,NA,54,851,99,835,0,0,0,0,0,0,0.535199,0.389595,0.73522,0,33.652918,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Poeschmann 1991",1991,"PPH >= 1000 mL",2,NA,2,28,3,24,0,0,0,0,0,0,0.571429,0.103963,3.140824,0,1.168437,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rosseland 2013",2013,"PPH >= 1000 mL",2,NA,0,26,0,25,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Stanton 2013",2013,"PPH >= 1000 mL",2,NA,1,682,8,887,0,0,0,0,0,0,0.162573,0.020382,1.296712,0,0.786954,"2::overall","CD011689_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
