"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Mullane 2019",2019,"Incidence of herpes zoster (up to 29.4 months after final dose)",1,NA,22,1328,61,1350,0,0,0,0,0,0.251379318752321,0.36663,0.226523,0.593395,0.0631915618963811,0,"1::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2013",2013,"All-cause mortality (up to 28 days after final dose)",2,NA,1,57,0,19,0,0,0,0,0,1.62240066199628,1.034483,0.043889,24.383318,2.63218390804598,0.610862,"2::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"All-cause mortality (up to 28 days after final dose)",2,NA,123,1322,107,1346,0,0,0,0,0,0.126406903690239,1.170402,0.913576,1.499427,0.0159787053005532,99.389138,"2::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2013",2013,"Any-grade adverse events (up to 30 days after final dose)",3,NA,40,57,13,19,0,0,0,0,0,1.3990889817,1.025641,0.723318,1.454325,1.95744997871435,0.956061,"3::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Any-grade adverse events (up to 30 days after final dose)",3,NA,1086,1322,1077,1346,0,0,0,0,0,0.0936335036353785,1.026663,0.989702,1.065003,0.0087672330030364,86.735861,"3::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Vink 2019",2019,"Any-grade adverse events (up to 30 days after final dose)",3,NA,100,117,103,115,0,0,0,0,0,0,0.954278,0.865774,1.051829,0,12.308078,"3::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2013",2013,"Serious adverse events (up to 30 days after final dose)",4,NA,7,57,2,19,0,0,0,0,0,0.386787772795016,1.166667,0.264724,5.141618,0.149604781183728,0.891593,"4::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Serious adverse events (up to 30 days after final dose)",4,NA,298,1322,283,1346,0,0,0,0,0,0.0527715652809564,1.07212,0.928435,1.238042,0.0027848381022022,94.732564,"4::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Vink 2019",2019,"Serious adverse events (up to 30 days after final dose)",4,NA,16,117,14,115,0,0,0,0,0,0.234448453061981,1.123321,0.575095,2.194161,0.054966077143156,4.375843,"4::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2013",2013,"Localised events at the injection site (up to 30 days after final dose)",5,NA,21,57,1,19,0,0,0,0,0,0.23316664844191,7,1.008211,48.600956,0.0543666859456333,16.810104,"5::overall","CD015551_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
