"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Binnie 1989",1989,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,1,16,1,18,0,0,0,0,0,0,1.125,0.076461,16.552541,0,6.816923,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Boas 1996",1996,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,6,30,4,26,0,0,0,0,0,0,1.3,0.411215,4.109776,0,31.041347,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jawad 1989",1989,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,6,12,1,12,0,0,0,0,0,0,6,0.845181,42.594428,0,7.242981,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Loiseau 1990",1990,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,2,11,1,14,0,0,0,0,0,0,2.545455,0.263808,24.560801,0,6.373823,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Messenheimer 1994",1994,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,10,46,4,52,0,0,0,0,0,0,2.826087,0.950602,8.401803,0,27.198133,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schapel 1993",1993,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,5,20,1,21,0,0,0,0,0,0,5.25,0.670573,41.102919,0,7.066323,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schmidt 1993",1993,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,1,11,1,12,0,0,0,0,0,0,1.090909,0.077204,15.414774,0,6.928069,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Smith 1993",1993,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,4,41,1,40,0,0,0,0,0,0,3.902439,0.455674,33.420856,0,7.332401,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Matsuo 1993",1993,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,12,71,10,73,0,0,0,0,0,0,1.233803,0.569552,2.67275,0,100,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Naritoku 2007",2007,"? 50% reduction in seizure frequency (intention-to-treat analysis)",1,49,121,29,122,0,0,0,0,0,0,1.703619,1.160131,2.501715,0,100,"1::overall","CD001909_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
