"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Kopf 2012",2012,"Death",1,2,53,2,57,0,0,0,0,0,0,1.075472,0.15705,7.364783,0,36.796252,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MEMO 2011",2011,"Death",1,3,90,4,89,0,0,0,0,0,0,0.741667,0.170871,3.219218,0,63.203748,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kopf 2012",2012,"Death",1,0,53,0,57,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"C-DIRECT 2019",2019,"Death",1,0,20,1,24,0,0,0,0,0,1.60594134981562,0.396825,0.017046,9.238027,2.57904761904762,9.533217,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kopf 2012",2012,"Death",1,2,53,2,57,0,0,0,0,0,0.981625292982294,1.075472,0.15705,7.364783,0.963588215822575,25.515694,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MEMO 2011",2011,"Death",1,3,95,5,95,0,0,0,0,0,0.715737872237026,0.6,0.147541,2.439992,0.512280701754386,47.994433,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MESMI 2010",2010,"Death",1,2,39,1,41,0,0,0,0,0,1.20414647383802,2.102564,0.198508,22.270019,1.44996873045654,16.956656,"1::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"C-DIRECT 2019",2019,"HbA1c [%]",2,0,0,0,0,0,0,0,0,-0.72,0.5546,-0.72,-1.806996,0.366996,0,0.996301,"2::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Kopf 2012",2012,"HbA1c [%]",2,0,47,0,42,0,0,0,0,-0.4,0.0591,-0.4,-0.515834,-0.284166,0,87.735537,"2::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"MEMO 2011",2011,"HbA1c [%]",2,0,90,0,89,0,0,0,0,-0.63,0.2065,-0.63,-1.034733,-0.225267,0,7.186383,"2::overall","CD007374_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
