"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Lee 2023",2023,"Estimated blood loss ? 1000ml",1,12,93,17,97,0,0,0,0,0,0.347986919614142,0.736243,0.372232,1.456224,0.121094896222539,5.410656,"1::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sentilhes 2021",2021,"Estimated blood loss ? 1000ml",1,545,1774,521,1754,0,0,0,0,0,0.0511900859183103,1.034272,0.935539,1.143425,0.0026204248963239,50.003637,"1::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Ogunkua 2022",2022,"Estimated blood loss ? 1000ml",1,4,55,11,55,0,0,0,0,0,0,0.363636,0.12329,1.072527,0,2.272535,"1::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pacheco 2023",2023,"Estimated blood loss ? 1000ml",1,339,4641,368,4573,0,0,0,0,0,0,0.907698,0.787708,1.045966,0,42.313173,"1::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lee 2023",2023,"Calculated blood loss ? 1000ml",2,14,86,23,91,0,0,0,0,0,0.303792551476137,0.644085,0.355103,1.168239,0.0922899143323814,2.527146,"2::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sentilhes 2021",2021,"Calculated blood loss ? 1000ml",2,550,2084,650,2066,0,0,0,0,0,0.0489159462955504,0.838845,0.762157,0.92325,0.0023927698019891,97.472854,"2::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Alam 2023",2023,"Maternal death",3,0,6,0,6,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lee 2023",2023,"Maternal death",3,0,96,0,98,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Ogunkua 2022",2022,"Maternal death",3,0,55,0,55,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Pacheco 2023",2023,"Maternal death",3,0,5525,1,5470,0,0,0,0,0,1.63288178445466,0.330016,0.013447,8.099274,2.66630292200384,100,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sentilhes 2021",2021,"Maternal death",3,0,2222,0,2209,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Shakur-Still 2023",2023,"Maternal death",3,0,87,0,29,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Alam 2023",2023,"Blood transfusion",5,0,6,0,6,0,0,0,0,0,0,NA,NA,NA,0,NA,"5::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Lee 2023",2023,"Blood transfusion",5,2,96,6,98,0,0,0,0,0,0,0.340278,0.070415,1.644386,0,1.650812,"5::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ogunkua 2022",2022,"Blood transfusion",5,0,55,2,55,0,0,0,0,0,1.53762339806785,0.2,0.009822,4.072465,2.36428571428571,0.453565,"5::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pacheco 2023",2023,"Blood transfusion",5,201,5525,232,5470,0,0,0,0,0,0.0942718571234258,0.857755,0.712793,1.032198,0.0088871830454996,77.787516,"5::overall","CD016278_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
