"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Becker 2003","2003","Rate of falls",1,NA,0,509,0,472,0,0,0,0,-0.6,0.15,0.548812,0.409019,0.736383,0,9.382617,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dyer 2004","2004","Rate of falls",1,NA,0,102,0,94,0,0,0,0,-0.62,0.13,0.537944,0.416947,0.694055,0,9.690436,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Jensen 2002","2002","Rate of falls",1,NA,0,188,0,196,0,0,0,0,-0.29,0.2,0.748264,0.505608,1.107375,0,8.535347,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kerse 2004","2004","Rate of falls",1,NA,0,309,0,238,0,0,0,0,0.29,0.12,1.336427,1.056334,1.69079,0,9.834472,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kerse 2009","2009","Rate of falls",1,NA,0,30,0,32,0,0,0,0,0.1,0.06,1.105171,0.982556,1.243087,0.0036,10.509291,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Logan 2021","2021","Rate of falls",1,NA,0,630,0,712,0,0,0,0,-0.46,0.1,0.631284,0.518925,0.767971,0,10.098656,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McMurdo 2000","2000","Rate of falls",1,NA,0,52,0,38,0,0,0,0,-0.25,0.24,0.778801,0.486562,1.246564,0,7.82472,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Neyens 2009","2009","Rate of falls",1,NA,0,249,0,269,0,0,0,0,-0.24,0.31,0.786628,0.428447,1.444248,0,6.619201,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rubenstein 1990","1990","Rate of falls",1,NA,0,79,0,81,0,0,0,0,-0.05,0.1,0.951229,0.781925,1.157192,0,10.098656,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Salva 2016","2016","Rate of falls",1,NA,0,193,0,137,0,0,0,0,0.8,0.23,2.225541,1.417944,3.493107,0,8.002646,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Walker 2016","2016","Rate of falls",1,NA,0,22,0,20,0,0,0,0,-0.73,0.45,0.481909,0.199491,1.164141,0,4.642509,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Whitney 2017","2017","Rate of falls",1,NA,0,103,0,88,0,0,0,0,0.46,0.44,1.584074,0.668724,3.752357,0,4.761447,"1::overall","CD016064_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
